genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
RERE,42.276514,43.288593,91.770183,8.438607,9.982477,51.109153,38.114849,0.703921,0.279087,1.3607,41.339238,0,10.740282,7.837579,31.675581,12.36271,0.084526,12.201782,0.808929,12.308433,41.864012,7.338334,5.108329
RERG,16.283392,10.339657,0,22.241887,4.477777,47.009118,76.346506,6.41885,24.840036,171.884741,1.503789,107.496182,5.099694,23.394422,81.412376,14.397286,50.034176,0,16.319705,59.538107,22.742385,411.206727,0.551281
RESF1,0,78.26541,0,15.945868,1.754414,3.020886,12.698543,103.688307,0,0.281526,0,0.042352,49.072815,70.22085,33.563046,19.179142,29.109385,75.891312,20.44126,0.136947,3.92363,0.068312,72.049881
REST,36.441599,6.339341,0,0,4.755749,8.630843,0.328707,15.542657,0.033665,7.496398,24.0614,0.038262,1.66999,13.179081,81.530438,2.311679,3.288124,8.178797,1.996453,4.014488,50.781019,5.52285,6.352576
RETREG2,30.636396,4.525937,32.045444,0.564472,19.419044,13.216601,0.784603,85.102066,3.07955,161.119772,27.742661,3.366762,13.936479,0.686898,49.553617,12.044857,44.664003,8.47485,4.402906,0.882778,65.242964,0,9.579586
RETREG3,79.052458,63.686129,2.235792,0.145882,42.140291,0,54.875038,1.928376,131.127457,0.119453,10.913792,2.80978,15.28292,64.469245,0.546751,0.419942,0.142819,61.200649,5.180345,3.356214,1.573942,202.577947,65.755349
REV1,12.787731,105.643215,10.904431,66.637669,35.868875,0,17.517193,0,0,0,77.65856,54.045979,45.768184,13.657394,8.476819,87.899181,1.412863,60.714408,0.527963,0,0,11.437845,90.699285
REV3L,33.846328,22.120286,72.017243,2.222946,15.042647,43.140674,17.742997,14.851951,5.711685,2.772937,3.334516,0.025574,13.881285,4.090549,20.301994,7.560386,56.235591,4.727669,6.510747,21.858451,4.834322,0,0.745531
REX1BD,81.876365,4.871498,1.742388,24.624721,11.911034,1.787794,27.490256,114.665648,5.291915,5.953249,0.421378,8.090683,1.917328,2.921644,52.048785,162.112324,1.60256,5.331283,12.065345,87.743886,31.437593,0,92.2583
REXO2,104.25127,44.825033,9.84229,288.228285,16.486476,0,0,1.381569,0,7.22192,3.32735,0,75.377246,175.269535,114.900612,0,2.537668,19.920696,269.129796,0,0,380.821103,0
RFC1,10.564762,3.671695,106.576751,0,52.68598,4.311813,38.099771,0,27.961792,14.258897,2.243119,19.396894,34.064614,143.278326,24.018472,49.626632,48.803182,102.767266,44.156506,82.675163,141.166187,16.01297,107.022856
RFC2,0,0,0.376886,45.358175,0,0,24.336662,0,0,1.957782,1.597156,1.493061,235.207581,0,2.928708,7.604495,111.106248,35.473898,70.796776,0,0.798378,120.349369,43.487892
RFC4,0,19.763237,59.571023,16.079631,2.770465,1.451283,60.990377,0,0,0.872143,5.008688,0.779503,86.031529,0.323002,20.99431,10.172279,201.5268,124.062906,0,2.145102,90.416251,0.849968,277.58545
RFFL,2.60979,103.957412,24.677292,1.95998,100.528517,56.21398,102.442895,63.348665,40.293459,2.132068,0.92859,166.998384,27.668875,27.839864,8.738612,7.78276,7.77237,3.646811,13.705343,0.835897,95.692728,0.079293,32.570299
RFK,6.434872,0.27875,80.149033,3.426476,5.106901,0,1.168917,0.150003,58.089916,0.204158,1.278453,0,0.102133,1.564546,3.957751,0.104211,0,8.079405,27.666979,0,0.357991,0,0.437759
RFT1,0.857989,0.173569,21.379048,0,0.735057,0.260222,0.510607,1.098667,64.630196,0.40946,0.124722,0.401339,0.491391,0,0.086599,31.022742,0.315989,70.684612,0.766906,0.342543,0,0,0.054446
RFTN2,0.948496,0.275006,2.142555,21.144332,0.430753,0.086241,0.145037,6.801599,0.755315,0,0,0,0.289271,0.353687,0.279507,2.73795,1.140131,5.807748,0.139092,0.281491,0.170796,0,0.181914
RFWD3,14.046094,5.614334,23.259752,59.601911,2.600543,2.558935,113.426507,1.173216,19.23057,0.343908,10.744791,15.757641,19.01137,6.385835,8.672969,4.31014,259.683169,29.713036,30.152444,1.671537,56.839978,4.152261,17.152714
RFX2,0.242451,26.122495,2.1329,2.656952,1.068544,0.579543,1.972803,0.340516,0.33148,1.068802,54.952173,0.383869,3.939289,0,1.18701,0.679459,0,14.386844,0.186498,0,0.401766,0,63.167443
RFX5,4.828063,1.503633,3.13465,0,3.88228,0,13.407835,0.161747,0,0,0,93.104111,4.659747,26.466334,0.725227,3.511941,0,21.906427,22.489254,193.680111,0.516246,0.703702,12.618004
RFXANK,15.602466,0,145.217054,8.673466,62.298733,116.782462,15.317781,45.036818,41.316842,421.755743,0,0,0,343.812658,141.379608,24.987127,14.320086,53.909105,20.502709,0,56.672099,6.926839,3.121243
RGL2,0.974926,31.107659,42.815962,0,27.47339,2.318667,23.334059,9.827097,2.321279,1.525182,7.399687,11.663665,0.165127,24.798424,11.304146,49.015266,1.608809,47.269911,6.043946,4.716097,1.786858,1.577903,0.281144
RGMA,0.293476,7.081244,0.432519,0.86981,0.802754,0.114287,0.345644,0.120757,0.198878,0.170346,0.050395,0.205532,0.91578,0.151604,0.556354,0.175287,17.994316,0.173573,0.324397,0.693313,0.107731,0,20.16005
RGPD1,0.500512,0.656248,1.716544,0.08273,1.060459,18.774084,0.140821,0.632722,0.784702,0,0,0.923461,1.038392,0.400417,0,0.203217,0,0.36783,0.383668,0,0,0,0.65626
RGPD5,80.417771,124.689784,319.945537,88.569374,205.461328,388.667762,235.957944,367.842817,294.914613,62.72603,24.202657,186.665051,50.052064,23.20764,5.705518,164.753397,32.101931,28.326595,205.482345,91.359942,88.779198,0,100.112924
RGPD6,19.793786,33.956017,31.438923,27.572144,15.270879,30.690353,137.71228,147.334372,1.840138,0,7.138695,168.724756,0.356306,33.901423,0,1.778924,6.50E-05,20.877385,305.641246,61.889653,0,0,68.204737
RGPD8,2.230835,0,2.863604,3.579931,1.361627,1.112405,0,0,0,0.239302,0,0,0,0.111211,4.960741,0,7.95166,2.408418,30.671188,5.330849,1.41704,0,29.108411
RGR,0.780832,26.383074,6.826485,0.712194,0,0.118896,11.949897,1.141877,0,0,0.143947,0.683871,2.417705,0.380876,5.082602,0,2.67329,0,13.832607,0.852438,0,0,0
RGS10,95.582693,0,60.099578,139.343861,0,0,96.192157,185.282274,0,165.18992,0,193.964357,175.755732,48.060678,72.469098,3.518416,248.302378,18.716157,0,0,9.790958,0,1.089273
RGS12,9.1471,4.276006,0.408217,0.892763,0.806095,1.280714,1.927511,4.232475,0.097769,3.398807,175.171359,0.915675,7.471051,4.738995,10.624101,1.947816,3.300671,0.202776,0.384728,2.632106,1.388325,0,3.548326
RGS16,0.209755,135.521022,2.501386,88.973256,54.579321,0.152575,7.610562,13.060625,13.901021,4.816034,0.19288,14.629769,93.163408,280.240502,87.48998,0.619324,84.299943,0.506758,0.45355,20.850341,190.155274,89.495956,2.545663
RGS17,0.233242,20.751195,5.524838,0,5.677964,2.626382,6.492893,8.201143,7.658911,0.151451,0,6.408034,0.149069,0.311563,3.724808,2.967484,12.835452,3.52536,1.268038,0.755663,14.124713,0,0.25927
RGS22,69.375367,0.81012,0.323539,9.085012,0.452464,0,2.173094,0.478204,3.750656,0,2.549272,1.56119,1.451804,3.225912,11.832185,43.478813,1.573235,34.032415,2.107351,0,10.371867,395.872282,88.823182
RGS3,1.150093,7.194587,0.420047,0.941383,0.23958,3.808637,4.166599,1.454733,0.112127,3.417549,4.41141,0.571503,3.010443,0.671125,1.789329,3.677644,5.608728,0.096796,4.230419,6.797389,0.581135,0,8.401565
RGS9,1.648611,0.876396,0.501285,0.366684,0.317902,0.210601,2.080655,1.07118,0.722835,3.363088,0.122343,0.136341,19.169096,0.459582,3.035474,0.200427,0.751068,0.599075,6.091446,3.793898,0.810032,0,82.055275
RHBDD1,0,0,36.976927,0,5.956399,0,103.391016,10.476461,0,0,42.85617,0,0,0,2.843188,0,13.954528,44.629655,0.377949,0,1.439142,0,60.91622
RHBDD2,0,66.567706,3.974187,23.179105,152.90882,0,0.885608,3.843599,103.663026,5.417166,0,0.544127,38.538006,2.236198,0,0,3.283969,3.344644,186.312555,3.651587,36.485066,172.809623,9.515024
RHBDD3,8.997381,7.116272,2.41635,0,84.809166,0,5.030915,17.445305,0.66697,0.684026,0,9.985017,23.20454,0.923928,0.842616,17.148404,0,2.021003,0,12.79907,0,0,2.65344
RHBDF2,35.969996,3.93871,6.263163,51.434685,29.063361,1.212024,16.772765,106.57307,8.778425,1.719965,9.254914,12.260496,33.445183,16.844112,19.772929,12.023037,41.978766,11.47758,41.459884,26.961929,7.708509,0,19.894405
RHBDL2,2.297591,1.505621,0.159098,0,0.583291,0,0,0.498744,0,2.491176,0.666939,0.440891,1.39183,1.506923,2.971255,29.1846,2.836752,0,0,0,0.820353,0,0.694556
RHBG,2.871479,25.747852,0,0.404787,0,1.324426,1.146763,1.906641,1.41054,0.221938,0,1.024164,0.447504,0,1.600548,10.147569,0.709989,0,0.356149,1.647199,1.458446,0,3.010741
RHD,71.025653,1.478517,3.247969,0.575195,0.365029,2.010211,0.428822,0.389384,1.661428,3.245424,0.703127,27.474587,12.874151,0.282572,1.970219,0.539753,0.161904,12.200391,0.174867,1.094729,9.670069,0,1.143579
RHEB,101.237937,59.472017,42.926111,57.509191,34.836473,53.3867,19.287553,26.129014,108.491173,94.838979,33.619585,74.097378,162.107303,82.954663,6.385275,86.028305,35.166272,147.579859,107.467948,7.685487,33.65162,269.793122,120.707461
RHNO1,21.183471,3.39826,4.075531,2.042085,5.366771,1.899047,25.757793,0.380999,0,3.217209,0.401472,6.564522,12.066885,68.581045,49.84036,1.304719,68.964916,4.106959,0,19.926906,11.906666,229.858823,6.84542
RHOA,261.296357,149.028715,559.636576,241.148849,403.637473,32.207968,55.044868,126.164072,153.161029,259.541131,133.301161,171.823811,71.486529,122.129876,296.725319,95.935072,199.507901,361.366025,317.192044,512.977106,49.291537,929.913637,56.233506
RHOB,650.355792,251.603737,68.736107,117.816367,238.452938,344.264203,349.750563,173.203969,224.020629,53.092432,183.771001,40.25492,309.204088,127.828924,203.555165,136.127507,231.446282,206.859851,296.288856,143.046609,210.341205,136.439413,105.5699
RHOBTB3,43.763649,120.611183,57.970934,3.040034,47.439589,124.083928,13.328584,91.883599,13.343982,0.044563,61.255701,142.918564,3.717255,125.241524,22.13583,154.249693,160.327656,85.289173,4.920219,0.242842,0.24155,20.08346,361.218924
RHOC,144.138415,129.852706,634.705688,72.607334,449.818066,337.14363,232.992409,84.751123,364.285609,136.896944,34.518963,392.595132,67.435533,78.165377,76.150113,238.297754,89.570435,193.397772,235.183198,0.639187,159.867221,111.115313,135.329297
RHOF,52.325168,23.816389,5.536637,0.989643,56.968896,0,67.276312,6.862039,12.196593,26.209832,0.54021,41.986492,18.384506,27.306099,44.821171,0,6.066002,8.562319,0.129291,0,20.591054,0,0.333291
RHOG,1.692202,0.950829,0.373596,0,0.664429,0,0.817302,0,0,0,15.943589,0,7.284988,0,18.071071,0,13.061398,15.592869,0,44.651486,3.926793,34.547754,18.421588
RHOH,60.806142,64.514709,114.1133,55.143942,142.994047,28.566466,136.497056,5.543507,12.970571,49.347246,52.636918,29.100854,25.595573,16.88655,153.907433,30.987838,285.315523,154.195216,201.56833,418.584559,331.741974,262.712329,2.352819
RHOQ,0.806211,7.122191,0.100891,0,41.387608,0.470192,0.234194,50.481441,0,0,0,0,5.472631,17.10838,258.106218,86.456081,9.644066,0.7574,0,176.519024,0,0,0
RHOT1,0.2184,42.215329,33.933026,0,1.679625,54.004552,2.58481,0.921828,2.983229,0.157824,70.712239,0,0.484964,2.030624,40.890196,13.648632,30.984187,55.032518,20.895688,0.205261,0.43881,0,7.144742
RHOT2,1.62994,1.522965,18.551169,0,9.98591,0,2.977036,0,0,48.211494,5.887533,112.8447,4.688059,15.696696,7.40457,35.877642,0,0.522185,3.875079,38.185685,17.302165,0,22.253239
RHOV,6.687107,1.951962,12.393325,0,0,0,0,1.257177,0,26.457808,20.631953,0,0,0,0,174.051405,20.460146,2.572951,89.012711,0,1.302817,0,0
RHPN2,1.745109,6.02833,0.084112,0,17.359095,4.649204,0,3.467627,1.763602,0.229208,12.111511,0,7.662163,3.384525,19.301031,4.858064,0,54.576522,0,0,3.626893,0.789927,1.003541
RIC1,0.813177,47.245888,0.124212,27.481491,88.046805,112.604682,0,48.895418,10.537768,0,0,18.996855,18.308182,0.548861,11.50834,3.755254,25.155598,18.478703,0,23.277315,11.045906,0,10.330825
RIC3,0,1.053105,8.700662,0.420494,0.213782,0,7.59438,0.680481,0,2.115217,0,0.355231,0,0,7.451873,0.243886,0,3.237828,52.82282,0.459771,1.469358,0,0
RIC8A,0.131945,0.131345,0,2.015962,0,128.148675,10.219471,0,0.166551,0.139836,88.032526,0.511046,0,0.113759,1.926044,0.995092,6.899358,0.57914,0.973133,0.634666,0.260983,0,1.166734
RIC8B,1.770992,0,0.13493,1.112226,0,0,8.453197,0.088781,7.437429,30.458118,0.216366,9.375673,1.906035,0.333466,0,34.519312,0.325755,1.525898,0.574105,0.255994,0,0,5.463724
RICTOR,6.608435,4.282386,85.955081,10.954104,5.348345,10.044547,15.156712,29.855672,2.560944,26.125986,25.709674,36.843928,2.130486,0.417648,33.353749,9.336816,30.218196,1.525923,51.502336,27.597764,0.106473,0.104697,128.392184
RIDA,43.723088,27.707881,24.407379,135.577715,108.279454,72.893388,0.313533,0,224.854813,255.503743,0.362214,39.683909,94.352655,59.009314,0,52.347615,51.620753,0,24.410516,0,0,0,18.403253
RIF1,32.038667,5.593865,18.878002,2.017095,0.361276,4.06674,0.077321,3.836336,1.911512,8.276096,10.343354,11.304706,3.335215,20.644057,6.167912,1.423034,75.489533,8.986322,35.202618,0.020052,1.469357,14.125486,27.80133
RILPL1,10.855407,12.941939,6.525492,27.241795,3.248499,7.97575,2.9361,3.447501,2.225106,8.681012,4.22042,3.229363,3.883623,6.012738,26.498561,0.47459,1.722664,9.145135,49.652918,13.351534,18.887649,0.052451,7.57147
RILPL2,0.564787,2.748433,0.711896,0.07803,1.072925,0.222749,0.313237,0.691074,0.068093,0.901798,0.528216,0.352645,0.364854,2.789422,1.370182,1.529116,2.962888,7.707618,12.932482,0.398832,0.383985,0,0.580563
RIMKLA,0.042454,0.082897,0,0,0.034929,0,0.077063,0.133839,0.091092,0,0.074278,0,0.114037,0.071171,0.113459,0,0.037201,0.127011,0.401347,0,0.076227,0,0
RIMKLB,20.581035,17.031934,27.345381,0,113.929142,52.077294,10.797542,0.179952,9.755074,11.049436,92.596748,0.823465,2.189053,37.603228,37.634034,6.334887,0.50393,0,181.926165,0,0,4.53756,21.303036
RIMS2,3.021881,0.5942,0.272054,0.271475,0,15.452114,0.536892,5.735043,0.124752,0.760401,0.242358,0.200177,3.257379,5.600572,2.526465,1.539446,0.233344,6.635996,0.926282,0,20.208035,0,0
RIN2,39.773889,61.958508,21.694484,69.133388,22.023341,0.665268,0,9.659319,0.192441,1.262494,17.397685,0.39312,0.07855,55.794807,8.031308,0.239001,0.090516,0,0,1.010592,0.197128,0,10.103252
RINL,2.921764,19.653594,1.875881,1.005894,0.974739,0.741886,2.334087,2.901434,7.995596,2.17085,0,1.6484,0.648555,0.443658,6.53,2.982355,21.489991,6.22522,2.54095,1.393984,0.315514,0,0.987028
RINT1,6.933526,14.112036,6.256269,0,20.361401,171.402602,8.448397,13.91492,59.357809,0.988785,0,0,42.27845,55.313475,1.361646,10.926991,87.714868,14.096582,0.154374,1.648582,3.311563,0,0.825399
RIOK1,33.699921,80.702844,15.570637,8.093549,73.604919,0,3.532909,29.166991,0,0,46.129282,74.726509,45.599302,10.578798,0.3346,55.244231,1.125637,48.039016,27.580735,7.752544,0,0.091019,54.053375
RIOK2,0.211632,0.345768,156.742603,0.032743,2.238781,11.475172,3.339252,81.027219,7.302728,46.981464,36.552439,0,10.945261,0.172441,0.165789,126.215673,0,17.522844,1.684121,0.376326,1.469358,0.465881,16.241179
RIOK3,12.893122,90.551389,165.724086,316.099694,88.750732,167.640927,169.320452,76.040002,52.841974,0.128749,17.090633,115.050896,92.496724,150.996782,43.316272,73.187666,2.995363,61.729073,159.633758,43.368337,279.81711,192.957076,42.810719
RIOX2,0,4.752015,0,0,0.853134,0,0.277718,0,0,0,6.670423,0,0,0,6.606244,1.610768,0,0,0,0,0,0,0
RIPK2,384.639102,118.47556,37.35452,145.727549,269.835521,146.146943,201.637746,446.924286,159.689246,0,76.942321,52.565615,142.829023,603.954201,36.275782,132.768116,372.891941,49.001629,117.404415,0.426993,1046.142223,0.214435,2.469066
RIPOR2,2.2921,20.542495,44.706174,0.53162,12.177984,0.404766,68.472859,18.960768,16.974209,5.992916,60.127413,0.61187,13.813316,0.841616,29.313396,2.432773,71.719388,16.402769,5.827515,97.609772,9.281137,0.622948,0.138431
RIPPLY3,0.573291,0.459184,0,0.129994,0.871914,0.353107,4.397956,0.646474,0.729333,0,0.725973,3.421059,0.102477,0.239766,2.608084,1.841337,0.492444,0.823882,2.883803,4.583296,0.882954,0,0
RIT1,1.087122,0.439505,0.37843,0.06219,26.00058,15.648513,116.988272,5.885216,10.614442,3.09448,62.112421,0,179.888693,6.787107,56.99432,0.261813,44.837778,2.90252,42.41456,2.0738,0.39105,0,0.049602
RLF,14.783638,0.045621,3.854344,1.052483,21.571276,17.579787,0.045795,1.660196,0.035957,0.738064,0.131138,4.913618,8.070847,2.046338,8.805484,1.637075,105.585667,2.562893,29.780539,0.244987,11.560899,0,2.55754
RLIM,6.008331,2.127964,22.962114,42.138026,46.132717,0.778683,0.855325,22.051344,2.592206,2.124035,11.097745,0.155145,7.675089,4.67401,15.107978,19.243136,1.092012,0.16336,10.906606,3.745071,27.532201,186.07603,2.812955
RMC1,51.174787,0,1.820734,16.266848,10.810418,16.423087,61.961732,65.687414,252.207607,1.227003,0,0,0.152218,0,0.990937,5.528099,15.949293,12.853513,19.847768,36.147968,17.15824,0.288134,7.097521
RMDN1,145.311975,38.777616,39.177304,0.871232,118.547085,156.116384,0.523255,0,375.720604,94.204411,230.452268,118.548343,60.33515,27.874601,2.229604,125.33196,1.440069,0.257537,527.682435,325.527,126.886288,488.681103,236.256188
RMI1,0,0.245261,0,15.73049,0,0,8.796166,0,0.20404,0,4.511747,0,0.133385,1.709003,0.475167,10.92613,1.37158,4.021234,3.064407,20.407796,0,5.46322,0.552731
RMND1,0.596477,1.555838,0.093817,1.619114,11.239818,0.13939,10.588667,4.106107,1.160849,12.930437,0.35885,19.630531,0.706163,1.344728,28.130005,0.152001,3.863638,47.049668,0.828344,9.237944,0.355013,0,2.032662
RMND5A,2.478246,9.413483,35.391604,1.013319,39.349234,4.563428,15.07605,23.174862,9.907918,0.288775,12.89085,1.510397,7.221681,5.249771,42.690109,2.902275,18.766979,26.633598,117.403825,0.052365,13.093816,0.482483,0.616994
RMND5B,2.14653,12.665992,9.446866,3.354348,1.486167,0.653721,23.253571,0.905832,3.79632,52.550365,20.782551,0,8.692877,0.630553,14.895981,13.187464,0.463653,1.032236,0.974779,1.781254,11.625202,0,0.818571
RNASE4,46.58393,25.621768,0.403983,1.472719,127.701291,124.65029,8.639066,0,0.11231,0,0,0,0,35.88297,99.771533,3.376775,48.373005,49.036842,0,0,0,0,211.666979
RNASEH1,8.355188,0.885181,12.175266,5.259259,25.180134,0,117.079559,0.347218,39.751835,37.572757,3.271946,11.54111,0.227569,67.861162,31.639942,0,0.670111,112.649151,0,0.295995,1.586906,0,78.319966
RNASEH2A,10.614496,9.593117,4.177191,9.732776,4.075225,4.242692,9.598978,18.868448,1.522421,2.828298,10.185502,6.660191,32.360503,15.083273,151.34432,37.124032,2.048787,16.056139,4.295249,3.897389,9.796135,74.441387,20.297361
RNASEH2B,3.576191,5.242958,50.2517,1.325456,4.329341,9.560849,3.291495,13.241043,0.760234,32.070167,1.988027,31.997675,2.84899,0.893578,32.411695,42.930384,99.075761,86.465938,83.472019,1.475907,5.833893,0,66.592698
RNASEH2C,83.591451,68.202095,189.222895,0,16.565768,136.136347,12.189782,32.253529,10.926041,0,1.411973,67.541169,6.391281,42.245044,12.283151,3.180852,74.240666,19.116498,4.405514,134.046215,2.213598,4.271144,45.861287
RNASEK,91.217195,234.187159,211.179971,2.544393,181.39253,109.703778,65.206861,116.896068,207.197961,358.621923,334.093513,95.086533,123.068394,394.500828,179.810235,70.14264,79.619967,321.560908,53.122657,71.94071,73.66416,264.310371,5.770182
RNASEL,0.28022,0.452062,1.864593,0,0.213485,0.208401,0.25641,1.611833,0,0.728217,0,0,0.328901,0.177274,0,5.32049,0.0817,18.240379,0.287547,0,0.215238,0.044622,0.268493
RNASET2,2.879621,0,0,0,0,0,97.585731,0,0.930476,149.209116,0.138717,0,0,0,1.252791,25.9229,0,0,104.225638,53.237812,0.936572,206.27838,0
RND1,69.52597,43.824409,0.693168,280.675688,4.619824,61.331881,3.183647,13.428607,29.241388,5.12146,11.164897,1.004887,51.519563,105.071192,152.057311,2.370614,30.027605,18.037451,117.133779,0,125.071509,0,2.883771
RND2,0.99789,0.499905,0.593608,0,0.290171,0,0.967613,0.736925,0.15666,0,0.71333,2.177839,1.462405,1.152138,0,0,0.093649,0.066482,0,0,0.202405,0,1.425587
RND3,0,10.247969,0,0,0,0,0,0,28.034868,0,0,0.248625,0.184964,0,0,0,0,0,0,0,0,0,0.075005
RNF10,111.543506,357.940672,79.22066,444.296579,688.196749,146.712517,584.733937,192.03584,72.915115,282.196332,296.508796,173.82026,137.815139,341.250476,346.977905,705.47931,607.654834,106.021482,861.487418,554.219366,2899.279165,32.025939,0.075649
RNF103,64.339858,112.605243,0.052802,7.579369,74.700916,13.099935,11.349941,41.754825,98.323858,0.416946,153.542347,107.119853,7.229211,126.310495,4.719918,40.511114,0.288259,32.461111,0,5.720989,211.576937,0.062745,1.658416
RNF11,2.463535,49.35327,33.501224,12.220796,0,51.107955,30.695057,17.787678,103.214827,3.236112,4.415937,43.418123,30.57884,28.377308,0,3.960315,0,17.921994,20.677375,2.797562,0,1.037461,0.711303
RNF111,28.896799,38.865357,0,69.242955,0,0,0,0,160.573671,0,1.173187,28.014125,0,0.11143,5.915043,6.023053,1.7292,12.9171,0,0,55.764837,0,2.966627
RNF114,84.524085,65.854865,589.840089,328.486661,220.768368,1.9712,149.050563,2.100037,135.301968,102.44653,97.435381,7.041895,155.436831,119.543989,50.117203,173.073664,2.292916,86.270813,96.661984,15.912342,6.149822,0,19.841897
RNF115,44.735457,11.187949,1.428772,0.327757,1.561528,3.467028,2.899555,2.366686,17.535733,3.977711,11.66633,0.997998,1.360237,0.965004,3.116277,1.886897,0.894371,3.632815,47.550917,5.875725,3.249093,0.035748,16.763224
RNF121,6.489786,8.155853,0,2.541853,4.906198,4.996314,0.569791,16.697334,0.715032,5.385945,2.806956,0,5.048721,4.265943,2.216285,1.228832,3.825582,21.581498,6.755268,0,1.166346,0.981005,1.336394
RNF122,0,0.292629,0,0.680765,0.445369,0,0.795799,0,0.637087,0,0.265275,0.554347,0,0,0,0,0.244879,0.177174,0,0,0,0.13327,0.170853
RNF125,1.433938,35.126778,28.182424,20.840084,27.0977,1.424881,17.516836,1.363154,14.083528,1.676299,0.221988,1.726895,0.697534,0.991902,18.615158,6.107056,2.743511,10.100808,49.881508,3.523821,23.225768,0,0.776236
RNF13,10.635818,69.257,10.820477,36.139767,55.36007,0,24.584418,0,40.030153,0,48.59031,39.318792,24.559145,88.217631,1.767925,0,0.48252,11.979963,50.113517,0,0,0,387.009228
RNF130,11.543778,33.08739,1.368426,0.727416,7.716361,0.695518,10.955377,2.094526,0.713241,0.155001,0.711918,0.124063,4.131556,9.157417,1.322318,2.196457,4.297876,0.744867,8.963199,96.296386,0.830045,0.79357,43.208507
RNF135,11.612669,3.505451,36.769215,8.965164,158.644064,3.370815,79.044922,1.961606,12.165592,0,33.31284,0.173628,15.87856,18.62641,17.90084,5.17126,203.742408,4.297383,0.773269,41.500799,62.860661,2.3432,25.358899
RNF138,0,128.969923,0,155.604828,0,251.570928,17.697123,102.760421,32.592984,0,1.394417,0.245545,1.01817,8.455042,85.827228,137.409901,114.821114,20.289605,71.589544,53.164378,39.348034,0.330754,39.922384
RNF139,78.387896,47.204839,2.474024,120.763396,280.896676,93.130898,30.382011,64.515104,8.660601,60.383113,0,33.93729,17.651107,1.29631,13.309098,125.289809,15.050431,8.00923,1.20714,0,58.12808,0.762522,35.682415
RNF14,39.289279,211.030103,45.037068,0.376881,19.976418,0.056823,91.991971,0.170899,3.384829,0.508065,9.343461,8.930669,4.105107,1.425193,132.883802,173.2428,110.566767,22.027458,1.294625,2.870341,3.943127,813.321157,87.003723
RNF141,8.627865,6.520883,3.44858,0.279366,9.058274,0.159861,5.382827,0,2.782445,0.908805,9.193092,0,11.503501,0,2.230131,1.628874,0,0.04797,0,0.415683,16.915829,23.70774,15.22178
RNF144B,28.64739,199.383449,0,0,69.57882,47.212111,5.47631,69.979978,112.335712,0,17.118733,61.120085,68.814558,184.491023,52.575278,2.827084,53.229335,23.697079,25.332415,59.424776,0.476197,14.925058,38.177751
RNF145,0,0,4.350327,0,0.077911,0,1.390103,0,0,13.983379,0,0,23.723364,0.178633,2.935593,0,48.392435,0.10044,32.070277,0,0,0,0.327449
RNF149,259.8609,160.602046,43.579551,46.138113,36.758037,39.016892,50.367162,377.817584,175.372841,103.850259,26.236326,145.946178,7.813024,239.798409,29.549939,48.689513,4.508476,73.098665,111.142899,34.948728,0.367024,0,27.386022
RNF150,0.105368,0.097736,0.051498,0.082656,0.05404,0.027134,0.295587,0.029365,0.05125,0.023709,0,0.030212,0.025182,0.030878,0.032932,0.055458,0.031275,0.022999,0.077394,0.069404,0.033897,0.01757,0
RNF152,111.425145,53.142076,65.957978,185.01343,6.801462,94.491369,25.264494,562.74988,20.991431,48.519042,0.445123,58.199001,202.433867,53.691411,13.396144,3.034113,177.770027,0,0.125766,20.720524,207.102068,0.238273,0
RNF157,0,1.430064,0.675877,2.549218,1.711491,0.794053,1.485759,0.353449,0.130603,0.390184,0.405572,0.993017,0.744198,0,2.327261,0.22987,2.243719,0.489665,0.083362,1.25992,0.58072,0,1.47765
RNF165,0,0.064673,0.426682,0.050864,0.124786,0,0,0,0.150242,0.160451,0.059801,0,0.183785,0.118501,0.119065,0.050587,0.055563,0,0,0.727975,1.554577,0,0
RNF167,39.627402,0,0.962963,0,0,0,175.856896,26.133422,18.654038,7.067647,140.700341,24.215888,2.510138,9.703402,11.121299,15.460397,4.771547,25.589035,113.5844,0,0,160.608046,82.616298
RNF168,6.07639,0.639993,0.284647,9.041621,0.530347,30.385394,44.188838,66.297533,90.20367,1.289283,2.135333,0.404075,36.575524,0.298725,26.835346,14.513332,16.396279,24.002192,0,0.931498,0.217472,112.969471,7.475351
RNF170,0.947725,0.583146,0,0.144092,0.075677,0.612828,1.539994,1.323235,0.359841,0.315159,7.463852,4.402638,0.295838,1.54459,12.5262,4.210993,0,35.962499,0.664751,85.823868,1.020025,0,0.111104
RNF181,84.575354,211.262204,171.070263,0,177.940074,12.500224,332.112123,86.79263,536.861833,395.462406,237.766381,78.43784,398.740107,105.414727,51.766825,754.966925,116.36246,204.941396,97.60835,0,121.803093,602.10561,15.028388
RNF185,0,36.53463,5.177348,0,1.402956,0.121757,0,0,30.574528,0,0,0,0.466403,39.387033,12.476537,0.374118,0.131204,2.948864,0.18473,4.66014,0.434681,0.07723,0.096618
