genes,SRR2973300,SRR2973301,SRR2973303,SRR2973306,SRR2973307,SRR2973309,SRR2973312,SRR2973314,SRR2973315,SRR2973316,SRR2973317,SRR2973318,SRR2973319,SRR2973320,SRR2973321,SRR2973322,SRR2973323,SRR2973324,SRR2973325,SRR2973326,SRR2973327,SRR2973329,SRR2973330,SRR2973331,SRR2973332,SRR2973333,SRR2973334,SRR2973335,SRR2973337,SRR2973338,SRR2973339,SRR2973340,SRR2973341,SRR2973342,SRR2973343,SRR2973344,SRR2973346,SRR2973347,SRR2973348,SRR2973349,SRR5023449,SRR5023451,SRR5023452,SRR5023537,SRR5023540,SRR5023543,SRR5023544,SRR5023546,SRR5023547,SRR5023554,SRR5023557
SNAPC5,0.867835,0,42.385598,0.684004,0,63.776865,96.26342,0.658498,2.434967,0,1.325647,0,0,10.618317,0.019336,26.569721,351.025505,0.428832,9.023304,7.054231,18.499316,0,12.721821,16.129484,14.049671,0,0.465033,2.4913,0,0.319594,0,0.183268,1.101363,6.231807,0,80.592854,5.7787,1.516805,39.112836,2.13467,7.786435,0,0.115794,31.757068,12.982853,0,0,122.613667,0,71.811199,49.344676
SNAPIN,173.27579,0,191.590817,0,22.328885,0,13.078949,138.863873,0,48.048251,0,348.379782,3.069898,0.512247,44.595239,31.268097,1.441915,0,0,163.041011,50.998252,0,0,26.558837,31.906267,0,0,7.298552,0,25.058673,3.865674,8.855122,143.861583,3.002726,4.862035,36.735228,232.957367,0,0,24.738412,0,0.380024,0.205098,61.422733,15.087021,383.372807,46.174198,0,35.053809,241.249112,146.581761
SNCAIP,4.680236,0,19.139023,16.88906,9.718688,5.469816,0,0,5.96776,9.27725,26.49698,0,4.860367,12.836194,9.065309,3.461336,13.740829,8.93962,7.737971,21.380627,1.80762,95.047971,23.804239,0,8.804007,3.842934,5.16582,9.161969,48.477265,0,21.980373,0,85.126306,6.901094,16.402969,0,2.202924,7.15321,9.776648,1.81897,9.320994,15.09012,0,5.534535,0,0,0,0,0.758075,1.765969,0
SND1,30.905975,0,20.451593,0,28.668235,142.498464,23.925432,26.953477,57.868744,7.156414,1.927016,2.651834,58.497973,1.058426,22.597759,61.394242,37.240906,42.475989,6.423284,77.840774,56.210308,9.942579,22.370209,74.94961,15.023129,325.548429,65.731228,55.051537,0,1.795459,24.544386,42.813663,43.519066,60.720193,29.238396,215.132367,140.733842,155.195856,0,52.060717,6.336731,6.750489,364.860145,37.610344,27.106387,6.015996,0,12.551436,33.034787,18.316839,47.635203
SNF8,2.435616,2.757331,29.00746,0.800675,58.031908,7.919027,2.55505,54.102168,4.278304,37.780987,76.059902,0.615634,11.333443,95.431769,3.251734,23.549233,4.339711,7.979512,32.992747,96.735408,107.235007,2.295749,22.90645,16.849246,203.235592,0.641327,65.801883,0.996798,2.460788,6.887029,28.85374,20.195757,5.957845,23.421677,186.632301,1.174469,15.930964,15.53111,69.540199,3.713917,1.077203,32.560173,0.654945,5.447668,33.1867,3.857961,0,0,5.957815,92.393324,2.160108
SNHG32,97.992098,0.813346,136.629072,2.959111,48.046513,50.64531,7.25376,0,5.02962,1.1176,32.134538,29.865803,47.936158,15.769041,0,78.121145,10.778258,29.23444,4.464139,1.121525,62.150336,0,10.060706,3.698831,108.607726,0.943609,90.136181,14.508633,202.927144,11.075722,0,97.224856,134.39566,38.699341,159.122171,7.24507,127.393673,148.111874,0,3.304167,2.032727,0,0.220674,118.269699,69.407869,33.718461,55.676691,33.419013,60.793093,84.066799,3.046304
SNIP1,113.887377,0.147873,28.520737,16.679577,3.835968,1.110116,34.422146,17.014601,0,0.815639,4.428065,2.32186,4.638997,2.144285,57.555843,23.879394,15.450176,5.534201,2.072629,1.337967,9.364886,42.120829,6.731142,3.895578,9.796864,1.149892,7.961527,2.449099,5.730063,14.656706,2.843269,5.132303,16.134544,33.508708,9.163477,29.937925,9.058499,1.986745,2.864063,24.50026,0.460535,7.723954,8.237881,11.751993,0.263641,0,0.194176,0.314218,0,0.287392,0.123321
SNRK,0.352703,41.081139,0.874452,0.23135,0.066939,15.183845,0,23.566609,1.509449,155.485925,1.493465,7.501413,4.033512,0.224016,7.375394,0,0.072362,16.896132,20.831103,0,2.054316,0,3.032398,1.703396,0.279251,0.201623,0.738135,14.954634,0,85.697746,0.409077,46.605286,0.114168,0,26.003227,9.898051,11.881575,192.151966,0,8.230464,11.812303,38.134697,0.870202,0,0,0.034464,0,0,0,0,0
SNRNP200,21.936895,19.722238,118.252001,20.811838,4.164227,29.869435,245.16502,239.725455,85.635357,68.738599,53.406271,362.860186,43.471922,39.026902,11.84044,16.525272,4.380948,77.034002,13.311635,106.639669,115.683896,42.260772,33.524264,8.895087,37.664175,758.466927,293.116929,9.443931,15.872466,10.275854,54.157286,99.237835,12.214716,18.664048,90.99025,4.458469,117.974599,86.469538,67.481969,194.895661,23.936454,63.319185,4.822099,8.943744,41.101288,115.394608,37.928142,43.008692,1.065187,7.325703,20.597528
SNRNP25,209.694302,0,9.631469,22.804147,23.14957,0,0,139.094056,4.091879,69.323786,5.536592,0,14.932141,2.317392,0,160.931433,0,11.666399,82.589703,1.866453,2.972528,3.990723,0.998667,0,0,0,6.325885,127.596611,0,0,0,0,120.29658,0.575241,5.137696,0,0,212.525495,1.059154,22.140159,0,0.525637,630.086261,0,0,34.726345,110.09383,0,0,71.967835,1.236125
SNRNP27,126.749393,44.213632,130.434787,8.508819,153.994066,99.255772,40.978369,188.606319,17.587288,130.155858,79.664462,28.77237,56.14348,10.590057,48.610461,264.386474,87.556445,59.010091,9.712824,123.245715,121.034404,160.501757,47.003921,70.834164,273.141575,37.907124,123.911735,136.475255,49.866304,59.068888,10.177076,196.461952,121.626981,310.773346,284.256437,3.64709,294.85066,19.601194,12.153627,154.639342,6.148199,2.947064,28.866547,12.075634,75.643727,0,74.923222,9.543206,6.350072,0.633229,151.128038
SNRNP35,19.57841,0,2.315823,10.023641,3.596955,11.64976,1.262043,2.309295,1.497234,10.120095,5.017043,0,5.805651,0.676452,52.438184,11.522709,3.280238,295.041503,53.591747,47.828736,53.15082,259.878972,31.034572,12.347445,99.242739,2.597407,76.265946,31.119329,73.853682,10.880751,23.970118,14.66612,26.78103,18.691273,4.89108,2.90815,8.235822,9.223281,7.630428,2.980763,15.278666,48.569983,0.160892,70.487615,56.796846,24.585906,0.094497,0.156992,37.444472,201.993354,2.610999
SNRNP40,146.893267,2.023269,0.928017,101.469198,52.740889,4.180678,125.985292,7.229143,0,0,5.122152,312.561372,0,2.46101,51.578732,3.795557,9.910635,15.113345,0,0,0,0,20.895384,0,18.4488,0,0,5.202254,0,0,1.169651,0.661562,4.540254,0,121.607234,12.450968,0,0.760921,0,72.413007,0,0.475915,0,0,143.359053,0,1.654094,20.670065,0,6.743141,0
SNRNP48,7.164986,69.075089,41.315784,3.429087,6.177126,0.224448,32.692958,1.070953,96.336791,4.049445,28.722648,1.27684,0.183966,0.854362,10.589205,2.986895,108.920443,24.933731,1.829767,2.363364,16.370412,20.035188,1.770524,6.889412,5.420421,0.271177,4.719946,25.947375,1.657529,35.215423,0.221173,3.347892,0.66197,21.503228,77.387957,19.648963,4.892159,0.444936,0.209702,3.820832,15.545038,0,0.390978,0,0.103162,0,0,0,0.028956,0.477564,1.429198
SNRNP70,0,31.106092,11.159699,7.905725,8.705954,8.718056,45.676631,0,0,38.481653,32.912224,6.734607,2.104469,5.711325,2.219535,9.980463,24.639967,32.447045,30.459691,12.023518,13.719371,1.184362,6.105517,69.468266,25.109123,8.516421,14.223851,5.260798,11.208526,16.034984,25.54459,0,12.304612,0,7.564144,3.533195,28.716572,5.83804,0,0.788024,2.253646,9.272298,49.114925,0,0,0,0,32.992398,2.390093,11.035474,1.573294
SNRPA,70.083402,25.303993,64.554842,0,0,13.355134,0,0,0,10.377325,8.67463,0,1.237669,40.718338,0,7.657888,10.604554,0,4.478374,3.754266,0,0.72117,27.034436,13.064109,0,0,0,7.149546,0,0,8.291371,3.338511,0,4.80695,0,0,0,0.608926,0,2.805313,0,0,0.635821,2.041767,0,0,0,0,0,0,2.191957
SNRPA1,196.381505,0,264.793799,169.785371,162.163846,172.80241,229.831283,120.111838,0,96.962697,60.780981,56.382581,169.464591,95.217439,332.325775,163.284448,564.354623,208.381543,173.172082,139.951448,142.942597,8.698426,111.702902,18.414913,200.667471,17.293247,367.556674,44.934178,143.931424,148.516145,91.296194,714.637537,378.646148,420.772135,257.809162,10.071218,696.199758,125.330651,12.500956,251.805988,0.439928,0,0.669496,0,24.413382,0.111199,11.448815,83.745136,0.057882,50.778785,64.844483
SNRPB,614.38322,117.881211,36.404296,68.448781,300.09122,223.150749,177.312259,113.857682,81.308492,110.47214,75.897606,203.023385,3.69949,90.803814,605.220712,747.445419,83.321148,252.896419,256.239622,184.207164,386.225098,238.595844,92.280051,49.480273,236.748321,26.946288,121.95198,96.477554,78.330834,186.575367,121.856492,245.305935,477.026413,175.618375,161.035378,144.877769,80.448693,236.350702,21.437984,380.73236,56.441619,213.055737,63.629979,70.187715,47.402797,0.435447,9.479282,113.018275,33.349234,131.245246,34.276351
SNRPB2,91.161148,53.906404,178.559292,0,195.503184,21.809461,221.015141,141.243481,104.748033,216.47592,69.304447,212.569205,182.353347,21.395102,110.27679,75.698942,17.675704,94.486523,56.617224,40.406696,99.870695,29.855398,50.404467,102.355507,153.733835,152.373297,10.403754,73.719517,114.156184,113.253152,31.536009,324.835639,194.211553,31.602649,51.571613,31.688236,115.594122,55.632459,27.490289,165.163677,8.831473,14.157173,0.518825,56.454286,42.178012,87.272154,41.765521,22.752888,1.065187,46.569462,19.255579
SNRPC,961.813372,57.167111,131.681274,3.387252,340.781129,371.871494,550.830787,430.054293,216.623413,1013.075272,478.089979,878.891644,430.944041,484.557467,231.215267,808.049216,51.815934,307.278112,101.40093,240.956559,963.749088,41.847772,255.95192,417.523141,261.363169,489.557327,618.943986,641.00479,230.400273,203.395079,8.392508,874.145271,327.208931,142.710552,206.361714,285.160921,792.788531,11.826866,31.286841,628.394319,0,0.525778,0,418.727592,406.025456,572.850434,393.420469,249.046107,310.875318,158.135667,486.40074
SNRPD1,283.545051,0.784869,72.828635,1.595822,132.265953,130.164496,75.095134,54.507569,400.460272,26.365963,13.099831,92.692917,70.093071,187.200485,133.990728,333.117842,0.310916,137.152049,36.73196,143.248431,37.673178,129.210982,23.690503,20.518562,119.333204,16.110289,27.068017,56.046546,34.949696,70.752044,90.595464,47.775007,261.265912,16.430392,71.728586,10.756752,108.481307,10.029453,38.736662,69.598067,66.117537,0.326168,2.793507,72.181946,115.541148,141.411014,71.075928,147.071744,116.370449,116.526793,232.443115
SNRPD2,653.053169,0,301.576732,345.621859,384.220895,361.490478,511.734765,597.588179,332.089756,354.441992,243.155254,934.334923,325.483364,1041.102127,178.416986,313.598289,943.403266,573.770755,25.478376,267.515303,496.682858,78.614619,547.322691,628.189017,214.926441,2.595597,119.01024,575.507974,380.104765,483.313474,181.549581,482.503351,491.226975,208.035623,768.227143,600.696497,538.820439,344.431791,2.056146,755.769049,412.957051,478.208295,169.931375,398.990903,550.890188,203.412932,634.662242,741.855702,472.452502,536.846905,730.746542
SNRPD3,223.897278,9.46699,234.801856,4.693715,196.9934,9.30731,80.729852,28.888307,0,238.247434,119.99252,49.857874,70.832371,180.374649,176.178335,275.688112,15.838441,54.201045,9.712413,118.553013,70.788705,32.554795,41.339125,30.063468,251.625286,11.015194,83.446513,66.029681,92.300943,115.620047,111.545885,499.088235,75.893784,20.333566,137.906355,11.637322,3.054965,0,27.814575,116.849164,2.5176,4.792811,0.271832,114.132054,94.699899,126.736401,50.917762,299.394021,58.072439,111.715977,124.910887
SNRPE,266.183153,2.011287,177.853487,37.703609,221.560229,244.779729,122.461465,216.302564,22.235885,286.72412,59.685597,397.099637,177.209369,220.286692,139.695718,286.085693,304.346659,109.460257,7.929027,184.336476,175.431044,88.944456,21.524547,157.564493,312.234753,6.864904,394.141401,151.741844,49.057163,270.298697,19.153042,120.51208,187.69829,199.952645,85.151475,10.817856,145.645885,41.796249,188.511417,179.534632,143.652912,0,63.793776,321.534802,327.945473,376.384683,227.772881,702.981577,281.368005,421.562044,494.650036
SNRPF,70.474469,18.02359,60.398036,28.734683,177.145167,64.393682,43.197286,74.844179,110.276114,54.313734,15.979638,98.274755,84.789271,4.355752,57.788471,173.725124,51.009134,90.885546,20.061012,58.039724,77.438329,11.051265,9.608964,19.501683,207.143937,65.511261,73.048545,29.866265,22.376317,59.087686,5.743186,27.957509,56.61523,62.401959,25.363828,0,25.491165,31.067317,0.844351,113.669772,0.19683,10.37371,0.593585,43.859371,70.72925,77.147843,37.237283,29.514285,48.962764,73.557844,99.93466
SNRPG,826.441344,77.191039,242.463944,64.252096,728.038272,418.061196,687.660617,362.180087,51.804956,535.565357,427.294402,749.27925,466.629905,124.606527,981.190757,882.176987,324.486342,519.153981,322.470696,772.058258,476.993381,245.943388,236.79382,506.158513,589.313646,159.437649,150.623884,614.891078,37.24607,679.127756,65.962306,476.37943,700.445802,509.036808,457.037335,70.324067,448.727895,264.542074,16.529105,359.299938,213.361515,251.513961,24.251548,170.097219,651.052015,333.230419,652.662349,550.548169,492.890881,385.323721,787.040358
SNRPN,0,206.184947,30.697717,9.512328,0,20.444701,64.850769,96.214063,3.087028,83.587411,0,109.875531,129.355546,40.53082,0.391653,35.461192,1.830175,7.8789,1.350009,24.050373,10.09675,27.212254,13.791568,0.587469,54.630838,0,0.431585,0,11.908973,6.405869,0,211.840785,154.275116,27.506071,17.37516,32.25898,136.17637,0.525235,1.219867,0.822984,0,0.192046,0.592411,0,7.931262,0,0,0,0,0,0
SNTB2,2.60492,0.045356,0.546523,1.862157,0.759586,53.783743,0.041239,0.034768,0.486221,0.347074,76.445632,0.112306,0.325672,0.040889,3.487249,14.365901,68.925431,26.216249,82.587699,2.004392,2.556882,0.628655,4.469268,0.823462,32.08936,2.109684,0.116863,25.230755,37.31248,3.658025,0.346237,4.634217,2.771671,32.529522,16.752907,0.943753,0.038876,15.275106,1.841144,0.079662,0.084499,0.090742,0.089701,0.982089,1.963389,0.166566,1.419658,0,0.015982,0.039722,0
SNTG1,0,26.417398,4.457061,1.555675,2.596686,9.054124,0.390739,2.699797,58.430872,10.066983,0,0,17.307827,0,6.152697,12.124439,20.759222,5.202491,3.16814,11.148671,7.287328,11.108123,19.555101,7.373291,2.4962,1.570141,4.089034,8.121302,1.86806,2.384116,3.277811,5.75927,8.391272,2.537055,12.351773,1.874574,1.32562,0,1.338935,11.465689,16.129492,0,0.544357,0.066502,3.955346,1.624178,0,0.687804,0,7.123916,1.242604
SNU13,33.013821,279.573209,61.938927,0,314.992758,182.396793,88.476391,102.915561,31.454251,116.325045,50.4456,232.204829,177.155439,86.127247,256.731204,150.32384,0,461.809274,5.403936,259.309888,169.403863,99.977166,174.79969,0,313.483086,56.853913,126.802357,320.579764,138.58218,314.744551,4.553062,255.053058,309.103937,163.880368,88.872787,2.119189,140.119201,47.27848,44.044487,322.650472,4.134353,19.307881,1.251827,71.661143,230.693927,209.65178,32.837658,375.525276,81.31618,318.651409,326.264622
SNUPN,3.506548,0,115.288429,10.208742,1.746916,0,38.800792,12.911526,19.211337,0,28.100781,1.958746,21.038401,5.774221,41.692127,1.611253,0,23.429498,0,5.315333,0,0,5.984413,5.898109,0,0,59.201874,61.487991,24.627502,33.071056,0,11.332781,2.70085,8.295318,0,0,24.567515,39.877556,0,24.439055,31.895849,0.59229,0.434412,2.741349,101.506771,0,28.083595,79.171573,0.472892,5.904572,99.164505
SNW1,76.030963,43.420471,17.97846,10.429218,94.873124,23.304068,53.768594,151.115991,12.946913,51.941121,164.563616,0,126.479811,14.700529,8.151879,17.997657,0,2.011371,5.164512,41.920424,68.287795,29.908205,11.99115,2.284514,0,0.408491,29.73754,46.047534,69.026423,29.659922,17.462043,25.575881,4.869477,118.877943,1.015785,68.825024,21.003219,41.615598,127.654075,29.622629,71.999524,15.327296,0.482672,44.938083,96.73027,45.039783,17.278872,124.907923,52.079546,96.138214,233.36259
SNX1,1.592576,15.196621,2.51994,2.23573,6.436145,0.733864,13.721996,24.457004,0.135872,3.404332,0.582628,0,22.051748,0.03945,8.460586,36.559717,1.625715,13.722904,15.679904,22.55075,9.855712,4.884908,13.697498,30.629513,95.706214,237.863225,0.247554,25.211234,16.258199,30.673292,0.86317,89.359591,21.843609,4.112002,11.221085,3.579982,0.582809,0.118015,2.265673,15.079659,8.692827,2.15748,1.533316,0.038619,8.213856,0,3.657721,97.753375,0,3.530659,4.298629
SNX12,7.949738,0,47.597532,28.40863,1.993958,151.725441,190.621104,41.15917,0,0,89.786596,1.911648,3.925704,3.249809,32.935134,21.919332,17.67592,134.729051,30.184463,0,7.73057,44.427594,33.815763,0,106.416228,1.735486,0,45.624779,5.09778,8.431867,42.632662,81.902877,0,45.459179,0,5.5785,0,2.042865,0,84.089164,45.511821,40.499859,0,4.16425,0,0,1.284079,2.589252,0,0,3.460242
SNX13,11.937832,4.499151,0.541187,6.371711,0.299141,78.953279,0.566013,132.726707,0.181992,19.574364,4.913119,38.683358,0.566468,3.118237,2.785292,2.474043,2.386097,4.761471,0.113579,18.825289,10.016545,0.392464,3.974674,4.773556,18.481162,0.073059,0.447975,134.077316,0.460344,14.597897,29.510936,0.070084,10.246721,1.391558,5.8974,67.325007,24.357538,8.448311,4.483753,17.069598,4.188179,6.119342,20.294672,0,2.824366,38.350644,69.277842,83.998074,2.275245,0.152033,0.092088
SNX14,61.204867,8.369877,21.75642,11.08484,213.079997,75.246349,291.001313,23.102489,23.657447,17.132687,16.171407,38.403977,59.487127,142.330979,74.26991,142.836412,3.111931,3.917448,91.756462,40.517645,56.382149,0.868587,8.265545,513.287206,0.348027,19.538935,6.177806,41.942122,39.917787,33.85344,30.289893,31.558683,39.729242,5.902682,184.296442,45.370163,72.691274,109.733035,0.663439,55.287201,0.291751,0.072787,214.678595,35.947804,38.207037,16.147003,1.364693,3.811257,0.497333,21.916912,43.476499
SNX15,2.091506,2.875644,10.50921,1.996717,3.369222,11.027744,8.096939,0.982132,1.358516,1.663291,3.758835,4.015334,1.174125,0,1.107511,49.568842,0,1.625029,1.610065,0.448908,2.261075,1.236745,2.517588,5.667658,6.015543,0.129641,1.675683,1.382475,158.267955,2.559281,8.525714,0,5.575948,4.636148,3.917746,2.264665,2.527409,1.318051,6.502343,1.131189,0.185326,0.313668,3.50333,2.245815,0.149364,0.076641,0.059643,0,0,7.184767,0
SNX17,39.822786,64.768434,36.106262,0,3.352457,49.730627,134.6906,11.027988,55.579002,9.135113,18.880209,0,0.514496,50.434058,24.30022,100.034658,14.533223,0.633536,133.931991,0,104.89768,12.746611,2.811107,0,40.761796,0,0,89.177936,1.716504,139.70842,2.327991,1.451883,70.893624,6.287119,81.1846,0,9.991564,0,0,126.170323,4.840828,34.960207,158.774302,16.291742,0.711355,0,2.175555,0.591184,13.014166,2.413643,1.739311
SNX19,0.157993,0,0,0,7.799757,104.862687,1.282746,0,0,0.570698,20.010309,0.412523,0,8.73743,0.34562,19.642924,0,0,2.251392,0,34.213285,16.843234,0.680267,35.075812,0,0,1.214575,1.796261,0.179204,0,216.567276,14.974421,1.583043,0.418875,1.064721,0,0.954423,0,0.667029,0.069511,0,4.614263,0.02676,0,0.207008,0,0.244045,0.104117,378.581012,0,0
SNX2,19.85416,12.825743,97.4076,0.209279,32.249318,1.101581,0.30683,36.974724,0,92.054413,0.385037,128.134224,2.479126,7.144658,45.04775,10.367664,0.732387,0.56075,111.689177,1.527844,121.382041,18.616713,31.253313,1.127134,79.46918,0,12.97152,46.927809,141.130008,0,451.351452,14.194383,26.751864,11.362896,79.251796,0,27.22222,0,24.329796,106.789968,0.500849,0,0,6.646131,18.822334,12.901312,27.229717,0,330.05844,61.274586,11.54857
SNX21,71.788378,7.911715,0.593118,0,4.70333,3.927848,10.809592,0.447297,0,0,1.752577,3.460489,0,0,0,2.233246,6.372206,0,5.2575,3.138278,0.51444,12.484734,12.237948,0.956987,0,1.939362,6.15831,0,0.720305,11.252191,0,9.954417,3.38711,9.45248,0,0,0,0,0,0.406372,0.296677,13.596206,0,10.514857,5.866991,0,0,0,0,0,5.14219
SNX22,4.833387,1.115166,1.761996,0,4.552951,3.017484,3.128022,2.122443,3.815607,11.21715,4.243618,10.877348,5.25497,0.870017,3.15763,2.056835,0.48882,21.938708,0.485936,2.589013,1.877505,2.052589,6.788289,0,2.088286,0.353385,3.816673,0,8.614567,3.8766,6.377705,2.422784,0,0.241191,16.959705,2.711736,12.419693,2.173235,13.063371,2.259021,0.854727,1.317201,0.342359,0.162675,0.699964,0.131117,0,0,0.159624,1.165466,0
SNX27,5.20497,5.211426,23.596124,4.350594,13.323865,17.614151,42.092643,38.644551,49.818243,3.858257,3.467189,0.455889,60.47899,2.245526,99.855547,4.409189,6.761786,84.876509,15.338777,37.764044,90.057294,65.070506,16.168227,7.547267,6.127712,40.550076,3.575868,17.612462,13.033489,10.058849,14.10488,119.842104,1.980717,17.285686,0.731574,55.769193,9.28742,30.526446,1.761533,3.931674,2.861554,11.520751,0.383463,76.25798,7.855843,66.200918,7.209459,2.684853,2.316566,7.697292,218.202197
SNX29,73.92714,6.002856,0.424657,0.508389,1.366513,40.394792,2.470742,1.041001,4.074832,13.534409,0.374905,0,11.942132,0,54.286664,1.424754,12.465131,0,2.508979,2.12325,0,1.012437,149.827689,76.728803,5.593741,47.901824,0,0.672199,0.62444,0,33.733783,0.285164,41.798128,25.020993,62.64898,2.962811,0,3.635307,0,6.527681,0.16605,1.158844,0,1.56794,0.320266,1.441097,1.844515,0,0.166679,0,3.289997
SNX3,361.3094,12.924399,666.58228,9.030517,15.332129,84.828163,199.194565,292.786842,5.556896,47.953571,316.76702,125.431377,206.021169,158.209977,259.276097,84.236632,25.758176,48.459119,7.710439,110.874801,365.729537,5.22259,181.50084,18.762743,437.88757,76.476442,232.850702,82.251797,166.426551,116.058335,87.837678,131.247557,180.702266,26.237875,40.083784,1.739122,8.175531,18.759325,0.442582,95.054594,2.218371,0.906348,15.538715,53.37527,175.697775,18.195429,149.961031,46.374194,151.576481,25.509306,57.234277
SNX30,15.048676,0,0,0,4.69276,0,0.212392,1.004286,0,9.594287,0.488384,0.099839,0.128273,0.08928,0.385403,0.30638,0.123065,0.160376,0,1.084355,6.543463,0,0.693085,0.205673,1.781768,0.100646,0.651186,0.205371,0.138735,0.265855,3.936164,0.260445,1.843295,0.819768,0,0.120575,0.504175,2.362247,0.793359,0,18.071172,0.300755,0,0.756437,0.156721,2.054824,4.701604,2.986902,29.940367,35.703669,0
SNX4,127.785662,25.507562,6.183068,29.692293,0.823997,64.898317,71.396276,12.523235,0.111022,0.385489,1.633341,3.118923,0,3.451485,48.857222,5.468462,18.321366,0.565202,4.841889,21.115939,46.001964,53.732862,0.929171,195.066635,0.280411,2.865792,18.370912,70.580765,22.639772,30.277478,0,38.859145,15.030763,176.786579,44.748152,1.462893,0.838436,1.347598,0.265333,0.810961,1.892282,1.316797,24.941326,0.356244,0,0,13.660788,0,0,0,0
SNX5,185.699072,15.143362,99.958726,22.422938,112.582315,8.798261,3.189727,19.795057,26.960422,16.970719,21.628717,460.693217,104.42742,356.054805,222.54228,142.176166,6.372219,9.744165,18.020156,56.298976,49.66834,54.439485,144.785309,76.839521,94.909824,1.921472,94.503674,5.51422,5.211495,1.159326,54.464598,318.607529,126.703312,1.461742,4.927893,16.003427,2.972879,3.135291,237.077431,40.554062,0.059979,2.520212,6.711554,16.749169,8.836586,0.426332,0,35.132166,0.164087,4.203057,241.899499
SNX6,44.643964,0,123.061042,0,64.708492,2.47968,173.078604,198.101847,1.68971,153.690568,138.535756,193.785491,20.802349,50.669671,71.819184,38.615884,52.400249,16.829635,67.506564,85.557492,81.402076,8.052117,13.810345,443.343904,98.432758,341.368402,0,6.538098,133.079363,51.509212,300.053315,67.185316,135.937098,93.347486,37.463695,168.975064,251.229324,3.277701,13.644887,7.930181,0.925179,2.012552,0.658428,145.187709,111.82333,235.684577,121.411606,88.375258,279.617881,142.343213,181.395349
SNX9,91.184451,36.61748,55.095615,21.515217,36.333903,37.114773,69.320284,21.789479,8.765831,49.307423,19.296798,39.187419,15.869294,4.848827,41.153453,23.362168,48.598032,18.648788,20.130586,86.451742,70.316609,13.103923,34.283714,14.458674,13.057336,3.597672,12.101193,26.035962,55.184294,16.457316,46.616116,49.104736,49.226936,21.031528,6.784281,30.421445,35.861313,2.724259,42.795081,48.664236,83.331912,65.015452,47.325671,47.060424,7.212667,0,6.72554,0,0,0,0
SOAT1,10.863463,0.208097,0,1.526645,0.450054,0.470811,0.204112,0.047398,0.0468,15.47408,0.927156,0.185252,7.127044,0.757244,0.093215,6.439116,6.869226,0.866001,13.864299,0.83078,11.074359,0.40436,0.572511,0.719935,0.454406,0.236885,2.538453,0.153378,0.350006,0.068886,12.739733,0.043822,1.467666,7.006103,0.184898,1.781228,1.606046,2.477861,0.710261,0.377175,0.488445,0,0.045619,0,0.387498,0.031284,1.283272,0,5.138734,0.084536,4.455253
SOCS2,0.195783,0.157358,0.16105,0,3.059468,10.038592,0,1.058974,0,66.464079,0,0,0.169024,0.342392,0,0,0.295389,0.407573,0,0,0,0.169208,0,0.690197,59.566547,1.324315,0,0,0,0,0,0,0.389402,0.263132,0,0,0.137075,0,0.147214,0,0.793286,0.862638,0.117399,0.139627,0.375533,0.331952,0.183602,0.137539,0.337974,0.352526,0
SOCS4,2.704074,0.079853,13.548541,0,2.085926,20.546882,17.439692,1.159974,0,16.706765,11.015452,0.221394,0,0.144467,4.360088,0.067436,3.005049,14.819381,0.061966,14.48623,1.080866,1.590301,17.698149,0.160933,0.053225,0,3.033164,0.772964,0.492965,0.607339,2.255705,0.156911,23.96142,4.956687,0.086167,0.101611,0,6.597565,3.119773,53.478741,0,10.724781,2.961869,0,36.558932,12.782339,15.350217,18.153881,36.219473,1.825162,14.190955
SOCS6,7.478426,96.247612,65.524523,13.733695,13.08054,12.543064,26.766884,25.617824,5.954731,71.059876,0.420839,5.288841,4.530347,0.273443,6.265337,0.662235,5.631778,12.458853,0,6.082143,5.925252,0,4.495464,27.622348,5.432214,0,1.914807,24.197604,0.558446,12.600856,1.262307,0.201466,10.50209,0.88098,7.733092,11.026992,202.681491,0,0,12.446365,0,0,0,31.089424,0,0.922697,0.02771,0,4.880701,3.733528,0.350461
SOCS7,2.727014,0.213895,0.701889,3.826172,11.083887,0.575409,25.565368,8.548474,1.060796,24.807357,60.055663,2.564832,0.577995,8.545318,1.566012,41.97734,0.211676,46.601374,29.36474,2.59293,4.499683,0.241646,78.29266,11.950958,0.16802,1.188775,9.39852,24.321076,5.876425,25.390563,0.841842,26.936245,1.584506,45.557731,4.219769,6.732535,4.470247,5.245191,0.774166,9.920301,0.278438,26.619702,0.064922,9.622641,0.06868,0.616534,0,11.361066,0,7.873327,0.246924
SOD1,189.019255,137.869841,238.949927,61.627621,716.217476,279.666013,411.33936,159.594766,197.746535,145.453826,257.963114,246.173265,170.432841,123.77142,355.838319,574.265167,233.47739,264.209198,146.276504,248.619266,148.681689,52.02615,336.485717,161.334729,610.183668,23.162343,179.873834,213.661482,158.352675,110.585712,130.986283,120.139589,212.517613,243.915142,695.107939,105.027121,159.203283,14.687172,132.682231,24.567578,19.041733,500.461263,36.070234,853.711468,595.697354,796.985174,385.898282,856.731849,490.259732,600.303834,715.20563
