Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR5023654,4, 0.000000,21.407374, 0.155413, 1.074911, 0.000000, 0.274648, 1.447350, 6.610542, 0.052795, 7.181578, 0.548323, 5.494337, 0.260719, 0.545691, 4.954220, 0.000000, 0.000000, 4.135170, 0.000000, 0.372802, 4.061371, 0.336366, 1.199648, 0.066299, 0.311194, 2.523684, 0.000000, 0.315589, 0.216540, 0.158781, 0.169782, 1.364546, 0.000000, 0.000000, 1.130765, 5.708937, 5.151059, 0.000000, 1.123061, 0.000000, 0.000000, 0.865426, 0.000000, 1.969707, 0.000000, 0.331554, 0.088575, 5.051368, 0.278067, 1.191842, 0.000000, 0.139994, 0.089308
SRR5023656,4, 0.095440, 0.000000, 8.419955, 1.490485, 3.248751, 1.173779, 0.441553, 2.984747, 8.237059, 0.612393, 0.793849,15.959865, 0.936127, 0.000000, 3.129241, 0.550027, 2.823467, 0.137983, 0.400957, 3.739498, 0.263484, 0.041706, 2.323373, 0.000000, 0.233605, 0.629696, 0.042511, 2.982911, 0.036728, 0.328830, 0.139464, 0.000000, 0.335349, 0.763190, 0.000000, 0.000000, 1.856716, 0.025718, 3.429409, 0.000000, 0.062054, 2.543994, 0.206153, 0.000000, 0.072221, 1.716716, 0.094269, 0.093697, 0.000000, 0.102759, 0.048875, 1.031799, 0.000000
SRR5023657,4, 0.508513, 0.475732, 0.564048, 0.660968, 0.147125, 0.269233, 1.567779, 5.898718, 0.000000, 1.006084, 1.208669, 0.000000, 0.672682, 0.000000, 3.253636, 0.000000, 0.000000, 3.972222, 0.082984, 0.367744, 2.996242, 0.000000, 0.531663, 0.090677, 0.147835,17.800926, 0.301457, 3.888399, 0.000000, 0.146649, 0.035418, 0.000000, 0.000000, 3.743354, 2.867883, 0.107451, 5.184333, 0.000000, 8.646035, 0.899296, 0.600083, 0.375785, 0.000000, 6.523779, 0.254006, 0.407313, 0.038251, 0.243560, 0.391282, 2.909435, 0.430251, 1.749939, 0.000000
SRR5023658,4,0.000000,1.668916,0.767490,0.000000,0.041646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528029,0.000000,0.000000,3.547211,0.039721,0.000000,0.000000,0.000000,0.000000,0.000000,0.023356,0.000000,0.606748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190792,0.000000,0.403988,0.000000,0.000000,0.000000,0.000000,1.324492,0.000000,0.000000,0.000000,0.000000,0.000000
SRR5023659,4, 0.208619, 0.155948, 0.244421, 1.560403, 0.122543, 0.214710, 2.204968, 0.395439, 0.658300, 0.374149, 0.000000, 2.428374, 0.026399, 0.108486, 0.149722, 0.803441, 9.970810, 0.000000, 2.819053,16.132836, 0.038021, 0.035706, 0.000000, 0.000000, 0.083408, 7.044698, 0.079406, 0.101001, 0.000000, 0.000000, 0.021063, 0.000000, 0.000000, 0.779524, 0.000000, 0.063567, 0.024803, 0.000000, 6.232760, 1.699478, 0.027258, 0.750012, 0.070969, 0.000000, 0.000000, 1.361899, 0.106021, 0.161067,22.810614, 1.320071, 0.997110, 0.569136, 0.446706
SRR5023660,4, 0.000000, 0.000000, 0.085421, 0.923738, 0.920308, 0.000000, 0.153641, 0.182464, 0.000000, 1.675897, 0.000000, 0.050003, 1.293188, 2.955463,15.342824, 0.045371, 1.242961, 0.039615, 8.706254, 5.102337, 7.917231, 0.037984, 0.000000,27.471805, 0.650011, 2.645826, 0.000000, 0.000000, 0.814772, 0.288566, 0.000000, 0.432617, 0.298375, 0.036384, 0.553177, 0.000000, 0.448867, 0.661869, 7.480406, 0.033201, 0.051975, 0.218583, 0.000000, 1.696196, 0.000000, 0.000000, 0.054876, 0.068052, 0.202306, 0.433212, 0.653060, 0.455528, 0.000000
SRR5023661,4, 0.093126, 5.346548, 2.396795, 2.312184, 1.756751,12.453474, 1.769684, 4.925618, 0.050511, 5.797388, 0.284486, 0.462352, 0.195141, 1.102700, 0.455687, 0.142651,15.353548, 0.082287, 0.000000, 4.004930, 0.000000, 0.147556, 0.059495, 0.000000, 0.133029,16.543087, 0.000000, 0.048207, 0.169037, 0.704120, 0.024300, 0.000000, 0.231834, 3.890845, 2.407919, 0.067998, 5.120775, 3.419682, 5.590664, 0.057968, 0.000000, 2.976465, 0.074887, 0.261162, 0.413698, 1.219056, 2.171725, 4.800779, 0.303846, 0.837658, 3.470700, 0.384367, 0.000000
SRR5023662,4, 0.042609,36.212919, 0.640695, 2.265191, 0.000000, 2.158192, 2.028492, 6.745699, 0.589657, 0.614858, 0.363360, 0.391452, 0.000000, 2.006296, 0.670825,61.034988, 0.000000, 3.688371, 0.158187,15.921872, 2.999681, 0.832410, 0.396303, 1.888402, 2.651029,16.868985, 0.982977, 4.196410, 1.014972, 6.271387, 0.045387, 0.000000, 0.266855, 2.335355, 3.676086, 2.686257, 3.902011, 0.000000,11.553993, 0.319645, 0.984348,10.460253, 0.058594, 0.891672, 0.579199, 0.162497, 1.315273, 0.622530, 5.200838, 6.777144, 0.043272, 2.356663, 0.760988
SRR5023663,4, 0.041612, 1.551805, 0.170856, 3.197596, 0.000000, 0.178545, 0.146293, 0.172256, 0.000000, 0.248774, 0.000000,14.094176, 0.000000, 0.059006, 0.025942, 0.000000, 0.000000,12.377634, 0.000000, 0.464556, 0.000000, 0.189207, 1.313605, 2.637918, 0.229076, 4.262597, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.389491, 0.000000, 0.000000, 0.078406, 0.814275, 0.000000, 0.098950, 0.000000, 0.690719, 0.740064, 0.000000, 3.304920, 0.000000, 0.089215, 0.121107, 0.000000, 0.000000, 0.000000, 0.077180, 0.006994, 0.086798
SRR5023664,4, 0.041237, 0.000000, 1.540480, 3.347744, 0.266959, 0.150247, 0.759372, 2.517481, 6.560756, 0.699235, 2.493436,14.615961, 0.026813, 0.064790, 3.503598, 1.904040, 0.000000, 0.038106, 0.347269, 4.568665, 0.000000, 0.362283, 0.295003, 0.054406, 0.139746,15.751040, 0.111855, 0.047050, 0.000000, 0.000000, 0.000000, 0.067410, 0.159127, 0.000000, 0.000000, 0.124236, 0.491558, 0.021879, 1.861211, 0.000000, 0.403992, 0.101552, 0.000000, 0.936871, 0.123711, 0.000000, 0.272561, 4.746105, 0.199804, 2.606938, 3.284784, 0.259724, 0.487895
SRR5023665,4,0.000000,2.162108,0.203779,0.731144,0.000000,0.103783,0.311546,5.807632,1.397188,1.496847,0.000000,8.977427,0.000000,0.251746,0.891776,0.455743,0.000000,0.000000,0.332697,6.500128,0.086628,3.924282,0.000000,0.000000,0.291567,5.769292,0.171115,0.000000,0.035783,0.000000,0.024879,0.152033,0.000000,0.000000,0.615772,0.000000,0.569924,2.036090,3.189574,0.000000,0.346194,0.116696,0.286859,0.648523,1.708107,0.247799,0.064023,0.000000,0.113733,0.000000,0.434546,0.073228,0.000000
SRR5023666,4, 0.205817, 4.859136, 0.000000, 4.608948, 0.496308, 0.111247, 0.347573, 1.792991, 0.213262, 2.463185, 0.373724,40.833363, 0.037346, 0.000000, 5.030610, 0.923733, 0.000000, 0.055287, 0.000000, 0.844595, 0.000000, 0.128312, 5.853980, 0.223167, 0.248338, 1.723523, 0.160456, 0.910375, 0.350559, 0.000000, 0.030373, 0.103806, 0.347043, 0.115829, 0.000000, 0.093481, 0.906292, 0.048224, 1.159041, 0.039876, 0.000000, 0.862837, 0.000000, 0.000000, 0.079753, 0.105622, 0.392682, 4.711605, 0.189864, 2.075771, 0.000000, 0.000000, 0.108372
SRR5023667,4, 0.072574, 1.772218, 0.955694, 1.069866, 2.199951, 0.314726, 3.450427, 1.262184, 2.882663, 0.966006, 0.533273, 0.000000, 0.045118, 0.000000, 3.376500, 0.000000, 0.000000,21.997846, 0.279168, 0.363468, 0.163301, 0.117254, 0.000000, 0.000000, 0.324113, 0.694148, 0.053433, 0.065510, 2.212857, 0.000000, 1.345610, 0.000000, 0.268003, 0.000000, 1.433266, 1.178572, 0.034682, 0.910332, 0.464205, 0.000000, 0.000000, 2.096746, 0.205676, 0.164871, 0.000000, 0.000000, 0.000000, 0.264426, 3.005214, 0.103801, 6.949045, 0.000000, 0.000000
SRR5023668,4,0.103123,0.000000,0.288052,0.451041,1.108289,0.000000,1.744056,8.329042,0.297851,1.219764,0.000000,3.506278,0.035173,0.000000,2.703091,1.485085,0.000000,1.088831,4.517641,1.214703,0.096562,0.115771,0.392975,0.000000,0.053850,2.983603,0.353311,0.118101,1.931948,0.734992,0.057118,0.000000,0.124619,0.000000,0.061229,0.000000,6.259513,2.786220,2.853723,0.000000,1.101407,1.905088,0.000000,1.242809,0.286010,0.000000,0.198570,0.509775,1.286700,0.000000,0.045328,0.000000,0.000000
SRR5023669,4, 0.177744, 2.620822, 0.236956, 1.368765, 0.682136, 4.223545, 4.337712,10.741533, 0.071749, 3.037569, 0.962592, 3.305625, 0.134206, 0.082759, 5.676911, 0.107061,13.691639, 0.000000,13.793837,13.886110, 0.230212, 0.251157, 1.043511, 0.436501, 0.414453, 4.232824, 0.175289, 6.311273, 0.126017, 1.317304, 0.068339, 2.094080, 0.461491, 0.856045, 0.036362, 0.388170, 1.358788, 0.729959, 6.075823, 0.000000, 1.266546,12.952729, 0.104742, 0.000000, 0.187188, 0.220800, 0.528386, 4.644574, 0.000000, 0.915763, 6.915594, 0.832030, 0.000000
SRR5023670,4, 0.045373, 6.006737, 0.337422, 0.628744, 0.178959, 0.212728, 0.890220, 8.501864, 0.654330, 2.206232, 0.244343, 6.541312, 0.152699, 0.000000, 3.112595, 0.074851,13.650675, 5.533390, 2.746285,12.474071, 0.223375, 0.587251, 1.876477, 0.000000, 2.340996, 1.105956, 0.092616, 0.267631, 1.463098, 0.000000, 0.054331, 4.079990, 0.472576, 5.720394, 0.427617, 2.458972, 5.770888, 0.620994, 1.317230, 0.390536, 0.062333,10.317140, 0.064201, 1.582863, 3.757004, 0.075634, 4.506300, 0.371743, 0.058458, 2.149030, 0.046980, 0.671290, 0.503475
SRR5023671,4, 0.000000, 0.104375, 0.995738, 0.608762, 5.363393, 0.000000, 0.128259, 0.561354, 0.000000, 0.138974, 0.166955,20.555952, 0.019777, 0.039802, 7.013940, 1.362750, 0.000000, 0.000000, 0.000000, 7.561543, 6.915516, 0.574742, 0.000000, 0.286811, 0.159312,10.504060, 0.055163, 0.067456, 1.206499, 0.101513, 0.016722, 0.000000, 5.840000, 0.109731, 0.286170, 0.053226, 0.905207, 2.657330, 2.002538, 0.102183, 0.082632, 0.094237, 0.000000, 0.621627, 1.450511, 0.000000, 0.100044, 0.238430, 0.000000, 0.000000, 0.000000, 1.895231, 0.241981
SRR5023672,4, 1.522710, 0.490212, 1.179463, 3.224908, 0.481662, 0.327732, 2.780043, 9.966348, 1.556731, 1.992231, 2.176953, 6.221118, 2.339539, 0.672791, 6.045248, 2.565595, 0.080724,18.193566, 1.218073,12.528992, 7.947883, 2.318713, 0.840449, 0.508114, 1.366855,12.761458, 0.144680, 0.336283, 0.048835, 0.259916, 0.067028, 0.000000, 7.018841, 1.990226, 0.721181, 2.593008, 3.677439, 0.068437, 3.843596, 2.013254, 2.272190,11.645298, 1.163364, 5.765492, 1.355547, 0.491483, 0.272787, 1.379860, 1.143070, 0.000000, 3.332058, 0.001928, 0.000000
