Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR2973508,2, 0.236173, 1.993238, 0.428193, 0.185802, 0.083643, 0.156840, 0.316996, 0.550057, 2.883858, 1.125043, 0.000000,91.247433, 0.070879, 0.070997, 1.170225, 9.344178, 5.961790, 0.303378, 0.000000,15.875243, 0.052380, 0.120037, 1.175147, 0.069386, 0.160080, 9.110337, 0.000000, 0.680560, 0.419073, 0.480843, 0.000000, 0.000000, 0.000000, 0.000000, 0.284105, 0.082184, 2.719833, 0.000000, 5.626368, 4.950221, 0.000000, 1.249185, 0.000000, 1.349502, 0.512278, 0.114942, 4.540081, 0.095304,10.333777, 0.382875, 0.676276, 0.333388, 0.000000
SRR2973511,2,0.000000,0.360691,2.058617,2.747337,0.072932,0.070964,1.236491,0.643665,7.058800,1.536629,0.152710,0.000000,0.000000,0.124790,0.858904,0.000000,0.056946,0.085522,0.841917,3.116861,0.456837,0.102246,0.000000,0.171173,0.124316,1.481476,8.692186,4.034664,1.354517,0.000000,4.882002,2.667545,0.393720,2.086069,0.120067,0.071541,2.261202,3.118588,2.534858,1.435043,0.269360,0.704968,0.270081,0.000000,0.207035,0.487448,0.592783,0.081530,0.268117,0.105199,1.155154,0.000000,0.168984
SRR2973512,2,0.307533,2.987689,4.600395,0.513205,0.521917,0.085604,1.313369,0.384763,0.752425,0.413129,0.138945,0.286245,0.055480,1.131669,4.321311,0.000000,0.725073,0.343674,7.354193,0.920302,0.114013,0.041777,4.941037,0.100470,0.000000,2.050650,0.113450,0.000000,0.154215,1.018406,3.516526,0.067398,0.000000,3.473853,0.000000,0.257031,1.017265,0.072954,2.351737,1.016103,0.028659,2.047247,0.178352,2.578266,1.379416,0.383352,3.959403,0.872010,0.000000,1.863631,7.354210,0.925190,0.000000
SRR2973515,2,22.713767, 0.219332, 0.884689, 1.870801, 0.873081,15.711367, 3.412255, 1.344610, 2.756989, 1.899567, 2.446009, 0.036914, 0.045180, 0.091454, 8.191909, 0.313827, 0.000000, 2.743709, 1.098780, 6.466918, 0.177877, 0.266249, 6.625953, 0.078372, 1.049446,11.707400, 0.116358, 0.824935, 0.365587, 6.462460, 0.144174, 0.103531, 0.000000, 2.322342, 0.000000, 0.402136, 0.396381, 0.107353, 8.298374, 0.255800, 0.092557, 1.394354, 0.866766, 7.567481, 1.155166, 0.470976, 0.668536, 1.798212, 1.872003, 0.817592, 0.000000, 0.763103, 0.000000
SRR2973517,2, 0.178540, 1.198162, 2.654792, 3.063574, 0.662372, 0.000000, 0.398679, 9.252554, 3.351110, 3.215998, 5.621952, 0.411459, 0.199337, 0.288971,10.411303, 0.835019, 9.556993, 0.245827, 0.142657,14.782762, 0.307331, 0.282918, 2.640114, 1.052390, 2.273764, 9.677290, 0.357306, 0.000000, 0.000000, 0.398741, 0.030240, 1.435922, 0.210385, 0.359381, 1.499172, 0.085885, 2.767486, 0.060248, 4.345598, 0.678795, 0.215010, 7.848131, 0.085640, 1.331950, 3.486903, 3.099369, 4.624179, 4.603213, 3.578131, 3.366155, 0.905383, 0.184395, 0.217676
SRR2973523,2, 0.326304,14.792222, 2.594633, 0.616899, 0.000000, 1.654170, 2.539889, 3.908656, 0.067956, 4.660212, 0.483431, 0.034703, 0.000000, 1.321169, 5.141229, 0.224112,15.171191, 0.000000, 0.279318,10.886563, 0.311977, 1.330994, 0.766545, 0.000000, 2.021923, 4.001590, 0.051219, 1.828778, 0.000000, 0.087903, 0.362196, 0.287013, 0.330740, 0.668443, 0.000000, 0.186367, 0.203674, 2.259642, 2.307279, 2.167501, 0.802310, 0.416541, 0.562377, 1.731991, 0.079673, 0.705560,14.564390, 0.124331, 0.098978, 2.366556, 2.375345, 0.314158, 0.000000
SRR2973524,2, 0.491270, 0.000000, 2.601511, 1.797047, 0.129268, 1.960992, 4.827585, 1.117269, 2.829724, 1.313064, 4.848351, 0.045166, 0.000000, 0.687415, 4.356041, 0.159622, 0.000000, 2.542413, 0.396109,16.399165, 0.076889, 0.324528, 3.652219, 0.307743, 1.935918,25.009113, 0.596010, 0.995000, 0.000000,25.676821, 0.307634, 0.294643, 0.000000, 2.892182, 1.299158, 0.436762, 0.753064, 1.513379, 3.687434, 0.162149,26.325069, 3.915478, 0.513645, 0.000000, 3.113897, 1.174836, 0.397628, 1.151993, 1.752063, 2.049569, 0.494884, 1.283122, 0.000000
SRR2973525,2, 0.145682, 1.915387, 0.000000, 2.073476, 0.363179, 1.029716, 8.306298, 5.723281, 3.008003, 4.519011, 5.126878, 3.035520, 0.434693, 0.169423, 6.007525, 2.448221, 4.074855, 2.962419, 0.539322,20.581824, 1.005743, 0.927151, 5.757656, 0.643581, 6.305275,20.169800, 0.591919, 3.365598, 3.432743, 2.106286, 3.543398, 0.000000, 0.249894, 4.316874, 4.603491, 0.727050, 1.245516, 0.244941, 9.440727, 0.597285, 0.072639, 4.112871, 2.292302, 2.992921, 0.167640, 3.296371, 0.057110, 4.086577, 3.066417, 1.733267, 5.464073, 0.000000, 1.783038
SRR2973527,2, 0.271185, 2.432629, 3.550051, 1.886024, 0.064930, 0.000000, 1.897763, 0.386328, 0.240467, 1.035731, 3.928502, 0.025998, 0.000000, 0.226501, 8.517336, 0.713497, 8.900189, 1.669622, 0.102617, 9.487130, 0.081066, 0.612746, 9.936598, 0.056474, 2.001104,18.798070, 0.209174, 0.000000, 1.575522, 0.000000, 0.000000, 0.000000, 0.179829, 0.197883, 0.566373, 0.065568, 0.275324, 0.139081, 2.789767, 0.198495, 0.606344, 1.556142, 0.572107, 0.000000, 0.142178, 0.289866, 0.121382, 1.544898, 3.675362, 0.094534, 3.391648, 0.127048, 0.365036
SRR2973530,2, 0.095216, 9.970615, 0.587382, 4.798152, 0.884120, 0.154899, 5.135351, 3.694679, 6.823335, 2.049455, 0.187552, 0.000000, 0.000000, 0.000000, 2.086541, 1.761919, 0.000000, 0.464769, 6.975519,17.796367, 0.039676, 0.680801, 1.551720, 0.116604, 0.781477,28.806575, 0.158965, 0.048031,29.285507, 0.000000, 0.027358, 1.270660, 0.000000, 1.841529, 0.000000, 0.261537, 1.178536, 0.022994, 3.257754, 1.599951, 0.000000, 1.619365, 0.228166, 0.393049, 4.755617, 0.072791, 3.978837, 0.239222, 0.663803, 0.093248, 1.174439, 1.157102, 0.000000
SRR2973532,2, 0.000000, 0.371042, 0.518182, 0.239706, 0.140823, 0.000000, 0.840913, 1.244873, 3.138122, 0.473287, 0.623736, 0.433884, 0.289562, 0.115778, 1.894043, 0.082569, 0.000000, 0.184247, 1.036903,11.789638, 0.924929, 1.176471, 0.371700, 0.000000, 0.103305,17.481004, 0.411452, 1.190055, 0.271108, 0.000000, 0.000000, 0.000000, 0.479450, 0.000000, 0.000000, 0.402480, 0.315795, 0.758649, 3.392857, 0.116599, 0.679079, 3.801072, 2.362296, 0.794270, 0.827408, 0.167732, 0.343379, 0.176780, 0.728795, 0.403924, 3.349799, 0.601098, 1.334204
SRR2973534,2, 0.000000, 0.591175, 0.000000, 4.674441, 1.144089, 0.668121, 1.166816, 0.920075, 2.581411, 0.347430, 0.336383, 3.634081, 0.000000, 0.000000, 2.693226, 0.648073, 0.000000, 0.101795, 0.218471,12.289568, 0.050388, 0.053007, 0.499665, 0.000000, 2.792639, 6.208899, 0.143637, 1.574674, 0.000000, 0.000000, 0.000000, 0.335325, 0.096274, 0.148578, 0.081577, 1.255166, 0.405731, 0.000000, 4.760311, 3.155278, 0.000000, 8.867940, 5.339777, 0.980108, 3.262848, 0.339305,13.465749, 0.278846, 0.624316, 0.245737, 0.048410, 0.397086, 2.074929
SRR5023386,1,  0.181828,  0.190216,  1.449402,  3.838614,  0.771299,  0.829365,  1.859294,  5.386342,  0.000000,  4.424420,  0.398840,  0.000000,  0.042175,  0.000000,  3.535493,  1.413746,120.008873,  3.348022,  0.000000,  3.773963,  1.407531,  3.030490,  6.220490,  1.723495,  1.512195,  3.728758,  0.055133,  1.614473,  0.619912,  0.209669,  0.000000,  0.498123,  0.199474,  4.606329,  0.709063,  0.096688,  1.356577,  0.161186,  1.016859,  0.908796,  0.082680, 12.127573,  0.000000,  2.433805,  0.190312,  1.277195,  1.206596,  1.067946,  0.448549,  4.127646,  2.859717,  0.741827, 12.597016
SRR5023387,1, 0.046977,15.238796, 0.200499, 0.781140, 0.074146, 0.246407, 2.212433, 0.360075, 0.000000, 2.640148, 1.900337, 0.000000, 0.000000, 0.704512, 0.285693, 0.089452, 8.453698, 0.735653, 0.127412, 4.482492, 0.258350, 0.000000, 0.256826, 0.661286, 0.054626, 4.388201, 1.679577, 0.159487, 0.739828, 0.172856, 0.593185, 0.000000, 0.283962, 2.094887, 0.000000, 0.070878,68.171119, 0.000000, 1.726472, 1.314663, 7.160089,16.692850, 0.000000, 6.755761, 5.073661, 0.237001,44.871384, 0.630281, 0.308027, 6.024002, 0.291090, 0.000000,10.934981
SRR5023388,1, 0.000000, 0.000000, 2.911960, 1.442442, 2.103206, 1.649080, 8.675313,10.442126, 0.000000, 1.712969, 3.650394,12.869124, 0.121177, 0.000000, 2.769836, 5.342780, 0.000000, 2.558460, 0.000000, 3.060294, 0.081014, 2.691044, 0.729870, 0.078154, 0.981979, 0.000000, 0.387494, 0.265028, 0.091358, 2.839148, 0.190244, 0.000000, 0.295051, 7.638549, 0.000000, 0.000000, 5.630884, 0.000000, 1.462218, 0.528048, 0.630091, 0.000000, 4.716761, 0.912008, 2.478598, 2.086469, 0.155414, 1.190206, 5.500924, 0.259305, 0.149014, 0.898250,11.520454
SRR5023389,1, 0.301140, 7.519894, 4.517103, 3.912385, 3.998494, 1.623171, 4.270516, 1.434142, 2.759972,11.786705, 3.785950, 9.991347, 0.144744, 0.000000, 2.891183, 0.073375,19.589260, 0.149013, 3.236745, 8.245116, 1.624359, 1.062648, 0.000000, 0.299357, 1.908698, 2.526412, 0.478380, 2.825280, 0.067715, 1.728714, 0.000000, 0.942891, 0.301028, 0.344730, 0.093452, 0.117444, 4.308605, 2.543872, 4.300516, 6.767969, 0.681415, 4.710946, 1.666021, 1.364603, 0.237607, 0.881312, 3.161580, 5.831475, 6.339052, 4.525788, 3.949498, 0.482044, 4.413290
SRR5023390,1, 0.000000, 6.168527, 4.853094, 2.341429, 1.608249, 0.461880, 2.397244, 1.494313, 0.633694, 1.745829, 2.318273, 0.038167, 0.084064, 0.000000, 3.544425, 0.505833, 0.000000, 0.000000, 1.303377, 1.148947, 1.083597, 0.366222, 0.273594, 0.355859, 1.224392, 9.742369, 0.224775, 0.372829, 0.161501, 0.238346, 0.115690, 0.057423, 0.751192, 1.125375, 0.000000, 0.183319, 0.041578, 1.373832, 3.446285, 0.125331,33.916039, 6.315187, 0.696020, 1.881160, 4.756770, 1.231787, 0.374175, 0.215664, 3.813233, 0.403881, 0.000000, 0.092668, 5.981889
SRR5023391,1, 0.372302, 4.683527, 1.662831, 0.074903, 0.083769, 0.081006, 0.413869, 0.887269, 0.000000, 5.389238, 5.516639, 0.000000, 0.000000, 0.000000, 3.697550, 0.000000, 0.000000,11.856576, 0.252103, 7.145617, 0.214295, 0.047384, 0.640370, 0.255173, 0.411197, 2.358705, 0.048652, 0.497774, 1.193192, 1.292817, 0.640114, 0.000000, 0.115978, 0.049389, 0.789942, 2.065938, 1.023909, 0.000000, 2.915974, 0.252123, 0.079135, 1.687375, 0.496911, 0.957764, 2.285851, 0.092008, 0.101382, 0.000000, 1.091706, 3.927766, 0.180950, 0.000000, 3.884200
SRR5023392,1, 0.000000,23.901997, 0.545885, 3.735573, 0.210535, 0.658450, 2.732023, 3.641430, 0.988412, 2.159703, 2.638892, 4.413180, 1.725798, 0.187815, 8.429287, 0.000000, 6.095130, 0.000000, 1.446784, 1.029523,10.776414, 0.230403, 1.152349, 0.246456, 4.361489,11.072517, 0.514423, 1.249784, 0.000000, 0.000000, 0.239662, 0.323600, 2.849102, 7.647495, 0.117096, 7.960412, 1.426901, 0.000000, 1.564168, 2.667512, 0.346442, 8.749115, 0.120772, 2.700443, 0.829032, 0.345896, 0.393756, 0.018046, 0.119296, 0.000000, 0.109500, 1.141649, 0.000000
SRR5023393,1, 0.099715, 2.534627, 3.440675, 0.732956, 2.003287, 6.643901, 1.262899, 2.629633, 0.077230, 8.019871, 0.337218, 0.042298, 1.934937, 0.249423, 0.837032, 0.320143, 0.000000, 0.245828, 0.623688, 4.199191, 0.235909, 0.538969, 4.863044, 8.972759, 0.839568, 7.566139, 2.567562, 3.163621, 0.000000, 0.293263, 2.835222, 0.310541, 1.480460,11.635802, 3.496495, 0.095848,66.436780, 4.485126, 1.612277, 1.237293, 0.000000, 1.302489, 0.267221, 2.871532, 0.000000, 2.190983, 0.083974,13.563917, 0.365620, 0.152103, 5.766212, 0.000000, 1.891488
SRR5023394,1,0.427315,0.000000,0.000000,0.181200,0.000000,0.000264,0.211328,0.085355,0.030648,0.050491,0.745148,0.016285,0.017780,0.000000,4.481975,0.089918,0.000000,0.000000,0.000000,1.878548,0.000000,1.287074,0.283308,1.094149,0.636512,0.000000,0.000000,0.091904,0.000000,0.000000,0.000000,0.000000,0.342857,0.000000,0.000000,2.234289,0.000000,0.000000,0.219393,0.000000,0.000000,0.000000,3.475813,6.321779,0.000000,0.000000,0.036129,0.000000,0.093079,0.069500,0.000000,0.000000,0.163409
SRR5023395,1, 1.552489, 0.000000, 0.119424, 3.327411, 3.626659, 2.479979, 3.210943, 5.971220,10.975404, 6.384827, 1.896345, 3.293662, 0.082742, 0.000000, 0.882882, 0.060740, 6.659977, 0.120671, 1.810471, 4.713229, 0.125672, 0.545592, 1.073718, 5.027645, 0.280896,24.780771, 0.409382, 1.238798, 0.179860, 1.549451, 0.034448, 0.104093, 0.000000, 4.054031, 0.086596, 0.383618, 0.268308, 0.037266,10.066443, 1.309302,34.028745,25.877220, 1.402553, 2.424048, 1.833443, 0.684994, 4.939363, 1.522828, 0.168137, 0.146069, 1.094611, 0.433693,23.564068
SRR5023396,1,  0.000000,  9.108919,  3.744457,  0.552874,  0.099724,  0.956843,  1.968148, 11.753148,  8.249048,  5.360235,  1.229137,  0.144007,  0.846721,  0.582250,  0.991008,  0.124054, 18.433346,  1.723250,  0.589720,  8.580024,  0.132683,158.940597,  0.000000,  0.244270,  0.605795,  1.688197,  0.226999,  0.435072,  0.000000,  0.000000,  0.000000,  0.099558,  0.126027,  0.000000,  0.165752,  9.644709,  3.457132,  4.967048,  0.937845,  1.002531,  0.289425, 11.306262,  1.778067,  0.582343,  0.733364,  0.000000,  0.753932,  0.000000,  0.162138,  0.465855,  8.575060,  0.000000,  0.601866
SRR5023397,1,  0.000000, 24.718497,  0.880772, 18.057489,  0.000000,  0.000000,  8.691240, 10.334495,  2.506794,  0.188115,  1.434363,  0.000000,  0.000000,  0.000000, 14.122885,  0.056731,273.851779,  0.000000,  0.000000,  5.478774,  0.000000,106.387905,  0.000000,  0.157076,  4.726736,  0.976970,  0.226128,  0.727643,  0.000000,  0.000000,  1.435066,  0.000000,  0.339967,  0.000000,  0.000000,  0.000000,  4.387080,  0.265901,  0.867945,  0.351410,  0.216619,  1.647851,  1.378685,  3.643804, 27.209706,  0.000000,  0.186647,  0.213075,  3.133539,  1.072762,  3.014271,  0.000000,  3.752667
SRR5023398,1, 0.153326, 0.932179, 0.969561, 4.190769, 1.251497, 3.947270, 2.152391, 2.577487, 4.170634,11.654731, 8.300219, 2.523943, 0.000000, 0.000000, 1.704115,16.461981,26.285466, 2.632743,62.133507, 6.784338, 0.828467, 0.573250,12.558971, 1.592008, 4.359958, 1.988571, 0.123723, 9.612235, 0.000000, 0.000000, 2.061713, 0.000000,16.481166, 7.385842, 2.815989, 0.216833, 4.920488, 0.043797, 5.016362, 0.540979, 0.846070,21.245358, 0.237672, 2.952175, 2.506359, 1.217878, 0.111247, 0.910809, 0.362703, 3.129558, 0.975427, 0.935327, 9.835102
SRR5023399,1, 0.071529, 8.138639, 3.585843, 5.890623, 0.435519, 0.857123, 7.478512, 7.489473,14.518242, 1.055827, 4.055710,29.561014, 0.384286, 0.265262,15.300994, 0.117384, 6.254338, 0.530214, 0.161427, 7.504603, 0.000000, 2.093955, 6.117615, 0.000000, 1.009701,15.506717, 0.000000, 6.440849, 1.549805, 0.224030, 0.462131, 0.000000, 5.743390, 0.058435, 6.224354, 0.207898, 2.121606, 5.096455, 7.896331, 1.374519, 0.045059,24.060126, 1.154702, 0.977806,18.088307, 2.041598, 0.568342, 1.987405, 0.977319, 7.195306,12.789072, 0.326211,26.477690
SRR5023400,1, 1.150087, 5.609814, 0.183289, 0.112136, 0.910520, 0.159519, 0.456956, 2.530432,14.705393, 2.676780, 1.743709, 0.544859, 0.035035, 0.139105, 1.008455, 0.000000,49.435123, 0.050296, 0.193351, 7.715717, 0.146913, 0.093744, 0.000000, 0.183590, 0.216917, 0.000000, 0.045212, 0.336286, 1.067319, 0.000000, 0.026790, 0.081850, 0.711902, 0.045800, 0.000000, 0.080404, 2.339472, 0.267182, 2.351700, 0.034108, 0.240740, 8.824776, 0.192557, 1.939500, 1.132674, 0.598934, 0.339990, 2.870441, 0.000000, 1.618266, 0.084788, 0.083030, 2.387149
SRR5023402,1, 0.000000, 7.000232, 1.936981, 1.557968, 0.410329, 0.446495, 7.177115, 2.964293, 0.553036, 3.053738, 4.613052, 4.163850, 0.000000, 0.000000, 4.738957, 3.100701,89.379211, 4.910298, 0.077375, 3.408055, 6.092930,39.167887, 4.720442, 0.149099, 1.771092, 5.798145, 1.403061, 3.655235, 0.415655, 0.444508, 0.740631, 0.094511, 5.717368, 1.791876, 0.034421, 0.000000, 0.670596, 0.000000, 2.316946, 0.619149, 6.608231, 2.855387, 2.199439, 1.003704, 3.008719, 1.748346, 0.927970, 0.626540, 0.341757, 0.717721, 2.609401, 0.552522, 3.281593
SRR5023403,1, 0.000000,17.708578, 0.075632, 0.292383, 0.000000, 0.000000, 0.147171, 2.385489, 0.000000, 1.019627, 0.000000, 1.097998, 0.000000, 0.125797, 0.520096, 4.038131, 0.000000, 0.271437, 0.236521,11.257894, 0.000000, 0.000000, 0.000000, 0.172144, 0.420277, 0.000000, 0.000000, 0.000000, 0.271920, 0.355691, 0.000000, 1.446259, 0.000000, 0.390841, 0.000000, 0.660437, 1.980216, 0.164619, 3.122786, 0.000000, 0.000000,11.419770, 0.000000, 2.544271,18.259057, 0.000000, 0.022706, 0.110320, 0.073955, 2.955028, 0.000000, 0.069013, 3.284118
SRR5023405,1, 0.071070, 0.948857, 0.389838, 6.457790, 3.727990, 0.693502,10.027889, 7.046709, 0.248960, 3.133686, 0.748075, 1.621587, 0.602501, 1.601589, 6.472508, 0.645731,16.077615, 0.141322, 0.355568,32.015225, 1.995250, 0.208160, 6.271257, 1.089608, 2.218987, 2.918670, 1.287762,12.030428, 2.184187, 0.000000, 0.153702,11.386655, 0.000000, 4.946095, 0.315941, 0.000000, 0.787037, 0.038114, 6.816745, 0.783604, 2.582964,16.348741, 0.571285, 0.000000, 3.471791, 0.000000, 0.263162, 3.950105, 0.726766, 1.387442, 0.756078, 0.191811, 1.828661
SRR5023406,1, 0.000000, 4.612850, 1.579500, 0.668670, 0.085784, 0.087008, 0.263125, 3.696613, 2.309314, 1.098387, 0.966352, 0.030683, 0.237451, 0.000000, 1.616402, 0.000000, 0.000000, 2.012117, 0.069814, 9.276436, 0.609221, 0.191414, 0.280668, 0.131225, 0.233675,54.340850, 0.000000, 0.000000, 0.045513, 0.547920, 0.000000, 0.251447, 0.000000, 0.094980, 9.645451, 0.181385, 0.775637, 0.054849, 1.385489, 0.273766,31.063638, 3.661087, 0.000000, 1.546217, 0.317016, 0.975296, 0.250744, 0.093416, 0.078602, 0.109578, 1.237808, 0.524742, 2.522595
SRR5023407,1, 3.174426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.156805, 0.000000, 0.052951, 0.000000, 0.000000, 0.000000, 0.000000, 0.063763, 0.000000, 0.000000, 0.050745, 2.539355, 0.026144, 0.000000, 0.000000, 0.000000, 1.448359,67.901475, 0.000000, 0.000000, 0.181678, 0.000000, 0.000000, 0.000000, 0.000000, 0.163277, 0.000000, 0.000000, 0.000000, 0.036117, 0.000000, 0.036706, 0.000000, 0.037048,13.132979, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.339522, 0.000000, 0.108847
SRR5023408,1, 0.062148, 4.623452, 0.359146, 4.828162, 0.098282, 0.483138, 6.718441, 2.665324, 0.566381, 1.233731, 0.535995, 9.425345, 0.000000, 0.000000, 4.033994, 1.553451, 2.452267, 7.035396, 0.088912, 4.221925, 0.059162, 0.064326, 0.090823, 0.163568, 0.280675,22.848925, 0.059165, 2.574986, 0.409728, 0.771717, 0.035687, 0.000000, 1.774102, 2.683161, 0.775232, 0.000000, 0.615720, 0.000000, 1.643148, 1.260191, 0.000000, 0.641483, 1.010538, 0.200379, 4.648200, 1.066164, 0.000000, 0.129704, 0.154392, 0.404472, 0.000000, 0.392602, 5.920196
SRR5023409,1, 0.061221, 3.179948, 0.518851, 0.612476, 1.078245, 0.310511, 1.588572, 2.279040, 0.000000, 1.930673, 0.183601,21.222747, 0.000000, 0.142978, 1.648303, 0.183727, 3.224774, 0.453697, 2.710303, 6.949333, 0.049896, 0.446659, 1.812122, 1.069112, 2.057029, 9.371249, 0.148412, 0.931616, 0.043136, 0.393216, 0.030166, 4.583488, 0.250272, 5.488215, 0.000000, 0.084845, 0.000000, 3.161165, 2.237686, 3.108230, 0.000000, 7.486729, 0.000000, 8.182018, 0.000000, 3.423316, 0.284383, 1.055808, 0.000000, 5.137501, 1.626525, 1.409290, 8.072309
SRR5023410,1, 0.000000, 2.835788, 4.029850, 3.619136, 2.571084, 0.127456, 0.606064,14.954808, 0.073157, 4.586760, 0.763359,13.914504, 0.894252, 0.075189, 1.522025, 0.108737, 0.000000, 5.417286, 0.994443, 8.223776, 0.076760, 0.063961, 0.000000, 0.292567, 0.122972,37.175917, 1.626083, 0.258383, 0.045707, 2.276044, 0.000000, 0.000000, 1.540018, 0.262463, 0.507500, 0.000000, 0.205339, 0.666181, 0.120698, 0.203680, 0.079280, 2.133975, 0.804937, 1.047461, 3.715230, 0.000000, 0.061696, 0.116357, 5.463728, 1.479048, 0.049111, 0.468319,31.425187
SRR5023411,1, 0.000000, 6.782835, 0.592701, 2.509877, 0.569453, 0.376755, 1.383413, 2.945784, 1.122873, 3.177453, 0.427328,27.734866, 0.330657, 0.081255, 1.293176, 0.628788, 2.634477, 0.000000, 0.211672, 2.515254, 1.356126, 0.419404, 2.476205, 0.273537, 1.004562, 6.307348, 0.000000, 1.235793, 0.000000, 6.251932, 0.181316, 0.000000, 1.124597, 7.073894, 0.348352, 1.621673, 1.053986, 0.000000, 2.209317, 0.525428, 0.040073, 1.522495, 0.799643, 4.539397, 1.203783, 0.280524, 0.162982, 0.936672, 0.532309, 0.190467, 0.256401, 0.000000, 0.126468
SRR5023412,1,  2.422337,  8.633638,  0.627135,  0.440799,  0.837162,  0.285376,  0.592502,  3.217013,  0.534467,  3.578991,  0.754475, 58.063224,  0.765068,  0.000000,  0.141336,  0.000000,  0.000000,  2.421003,  0.059223,  0.118064,  1.249387,132.621509,  9.178331,  0.412896,  0.592398,  0.000000,  0.188910,  0.436832,  0.000000,  0.000000,  0.000000,  0.000000,  1.232208,  1.411486,  6.684345,  0.000000,  0.098974,  2.050302,  1.345309,  0.449543,  0.000000,  2.632817,  0.747714,  0.000000,  3.896687,  0.574630,  0.048209,  0.400222,  0.680063,  0.226829,  0.203685,  1.317127,  7.409702
SRR5023413,1, 0.000000, 0.000000, 0.000000, 1.091404, 0.000000, 0.000000, 2.536160, 0.128838, 0.130127, 0.153679, 0.000000, 0.000000, 0.000000, 0.000000, 0.805527, 0.034284, 0.000000, 0.000000, 0.000000, 0.037731, 0.000000, 0.033855, 0.000000, 0.000000, 0.225963, 0.790857, 0.000000, 0.000000, 0.000000, 0.000000, 0.023553, 0.000000, 0.081526, 0.000000, 0.000000, 0.000000, 0.000017, 0.000000, 0.038762, 0.026999, 0.000000, 0.523721, 0.000000, 1.975193, 0.061205, 8.365440, 0.052030, 0.000000, 0.000000, 0.000000,10.944840, 0.000000, 0.000000
SRR5023414,1, 0.082172,21.804019, 0.162162, 4.856520, 2.372789, 1.855966, 1.351619, 1.752955, 0.000000, 6.818263, 0.747461, 1.817762, 0.193683, 0.275396, 1.794408, 0.072759, 2.348227, 0.000000, 0.096562,18.476747, 0.000000, 0.000000, 0.000000, 0.000000, 6.505876, 4.306981, 0.000000, 0.000000, 0.113670, 0.535008, 0.162533, 0.142780, 2.929038, 0.567841, 0.000000, 0.000000, 3.105650, 0.000000, 0.260118, 2.553374, 5.119825, 1.521130, 0.117724, 2.193269,46.952767, 0.332237, 0.105080, 0.510195, 0.091790, 0.173808,19.397392, 0.000000, 2.628542
SRR5023415,1, 0.047338, 2.189657, 1.342309, 0.253882, 2.397619, 0.000000, 0.035290, 0.402419, 0.000000, 0.046772, 0.376306, 0.026999, 0.000000, 0.000000, 0.000000, 0.155730, 0.000000, 0.000000, 0.000000, 1.415417, 2.483197, 0.078837, 0.065765, 3.327509, 0.000000,13.660705, 8.290663, 0.000000, 0.000000, 0.000000, 0.024713, 0.000000,25.959476, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.164755, 0.034059, 0.000000, 6.909686, 0.000000, 0.143071, 0.141966, 0.000000, 4.307777, 5.957198, 0.000000, 0.103820, 0.000000, 0.000000, 2.566976
SRR5023416,1, 0.067025, 0.435679, 0.222144, 1.158127, 0.000000, 0.000000,11.136109,14.489850, 0.000000, 9.900758, 0.000000, 8.082122, 0.000000, 0.000000, 0.137391, 0.000000, 5.989828, 3.982831, 0.000000, 0.053757, 0.000000, 0.328332, 1.179197, 0.065677, 0.070418, 8.866015, 0.000000, 0.000000, 2.722401, 0.419467, 0.000000, 0.000000, 0.000000, 0.048783, 0.000000, 0.235342, 1.213187, 0.576791, 0.000000, 0.787352, 0.000000, 0.000000, 1.506116,15.231133, 0.422802, 0.000000, 0.098085, 1.528729, 0.000000, 0.339677,13.318917, 0.434523, 0.000000
SRR5023417,1, 0.000000,38.965514, 0.309808, 0.963189, 2.722721, 0.398981, 0.000000, 1.384827, 0.098031, 3.997462, 0.359887,23.230861, 0.000000, 0.000000, 0.206343, 0.000000, 0.000000, 0.000000, 0.000000, 5.793426, 0.000000, 1.120743, 1.416891, 0.000000, 0.165313, 0.511127, 0.000000, 0.000000, 0.426286, 0.000000, 0.230800, 0.000000, 0.140963, 3.122855, 0.936708, 1.215824, 0.074873, 4.967244, 4.696878, 0.000000, 0.000000, 0.000000, 0.000000,11.525579, 0.000000, 0.068664, 5.965016, 0.619983, 0.099369, 0.188063, 0.000000, 0.881289, 0.000000
